Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Satisfacción;Calificacion;Repetiria;Recomendaria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Canal_visitas_anteriores;Canal_familia;Canal_redes_sociales;Canal_otro;Horas_fuera_alojamiento;A_playa;A_gastronomia;A_ocio;A_senderismo;A_otro_deporte;Año
1;66;Suecia;No;Si;No;No;No;7;2;554,9234267;1049,365173;10;7;8;4;10;10;4;3;3;2;Q1;Si;No;Si;No;3;Si;Si;No;No;No;2019
6;59;Suecia;No;Si;No;No;No;7;2;453,7130867;857,9755133;4;1;5;2;5;7;3;1;2;3;Q1;No;No;Si;No;7;Si;No;No;No;No;2019
6;67;Suecia;No;Si;No;No;No;6;3;689,8382627;1304,490337;9;6;10;3;10;10;4;7;1;2;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;64;Suecia;No;Si;Si;No;No;7;4;651,4848707;1231,963729;1;1;10;4;10;10;4;4;3;2;Q1;Si;No;Si;No;2;No;Si;No;No;No;2019
6;70;Suecia;No;Si;No;No;No;7;3;147,0796547;278,1289453;2;2;9;4;10;10;4;7;4;2;Q1;Si;No;Si;Si;9;No;No;No;No;Si;2019
1;62;Noruega;No;Si;No;No;No;7;4;302,4302627;571,8983373;2;2;8;4;6;6;4;7;2;2;Q1;No;No;Si;No;7;Si;No;No;No;No;2019
1;70;Suecia;No;Si;No;No;No;7;2;521,1705047;985,5380953;4;4;8;3;8;8;3;7;2;2;Q1;Si;No;Si;No;10;No;No;Si;No;No;2019
6;38;España;No;Si;No;No;No;5;4;186;270;4;1;6;3;10;10;4;1;2;2;Q1;No;No;Si;No;12;Si;No;No;No;No;2019
1;68;España;No;Si;No;No;No;7;3;471,6613405;936,2829595;4;0;10;4;10;10;3;7;1;2;Q1;No;No;No;No;8;Si;No;No;No;No;2019
1;64;España;No;Si;No;No;No;8;3;250;350;13;0;6;3;9;7;4;1;1;2;Q1;No;Si;No;No;14;Si;Si;No;No;No;2019
6;39;España;Si;No;No;No;No;2;2;150,5;250;3;3;8;4;10;10;4;1;3;2;Q1;No;Si;No;No;10;Si;No;No;No;No;2019
1;55;Paises Bajos;No;Si;No;No;No;7;4;136,760309;440,530991;1;1;9;4;10;10;3;10;2;2;Q1;Si;No;Si;No;10;Si;No;No;No;No;2019
6;75;Paises Bajos;No;Si;No;No;No;15;4;326,280309;1051,010991;3;1;8;3;7;7;4;7;4;2;Q1;Si;No;Si;No;14;Si;No;No;No;No;2019
6;70;Paises Bajos;No;Si;No;No;No;28;4;468,420309;1508,870991;20;20;9;3;10;10;3;7;2;2;Q1;Si;No;No;No;8;No;No;No;No;Si;2019
1;73;Paises Bajos;No;Si;No;No;No;25;4;847,460309;2729,830991;3;3;9;5;10;9;4;11;4;2;Q1;Si;No;No;No;6;No;No;No;No;Si;2019
6;71;Paises Bajos;No;Si;No;Si;No;14;4;563,208737;1814,202563;11;11;9;3;10;10;3;7;2;2;Q1;Si;No;No;No;3;No;No;No;No;Si;2019
6;67;Paises Bajos;No;Si;No;No;No;10;2;1202,810309;3874,480991;4;3;8;3;8;8;3;7;2;2;Q1;Si;No;No;No;3;No;No;No;No;Si;2019
1;54;Noruega;No;Si;No;No;No;7;2;337,8780947;638,9305053;1;1;9;3;8;8;3;1;3;2;Q1;Si;No;Si;No;7;Si;No;No;No;No;2019
6;73;Noruega;No;Si;No;No;No;7;2;586,1581967;1108,430403;6;5;9;3;10;10;4;7;3;2;Q1;Si;No;No;No;12;No;No;No;No;Si;2019
6;68;Noruega;No;Si;No;No;No;7;4;287,263032;543,216968;3;1;8;3;7;8;3;4;4;4;Q1;Si;No;No;No;6;No;No;No;No;Si;2019
6;65;Noruega;No;Si;No;No;No;7;2;360,2993327;681,3292673;5;4;8;3;10;10;4;7;2;2;Q1;Si;No;No;No;1;No;No;No;No;Si;2019
6;73;Noruega;No;Si;No;No;No;7;4;298,8951647;565,2134353;17;17;10;3;10;10;3;7;3;2;Q1;Si;No;Si;No;10;Si;No;No;No;No;2019
1;69;Noruega;No;Si;No;Si;No;14;2;1153,662491;2181,586109;15;12;8;4;9;8;4;7;3;2;Q1;Si;No;No;No;2;No;No;No;No;Si;2019
6;75;Noruega;No;Si;No;No;No;28;4;1118,117807;2114,370793;20;10;7;3;10;10;3;7;2;2;Q1;Si;No;No;No;8;No;No;No;No;Si;2019
6;62;Noruega;No;Si;No;No;No;7;2;394,6333667;746,2552333;3;2;7;3;6;7;3;1;3;2;Q1;Si;No;Si;No;12;Si;No;No;No;No;2019
1;70;Noruega;No;Si;No;No;No;21;1;130,0006971;3600,019303;7;7;8;3;9;9;4;7;4;2;Q1;Si;No;Si;No;5;No;No;No;Si;No;2019
1;69;Noruega;No;Si;No;No;No;7;2;763,4942087;1443,774391;3;2;7;3;9;8;4;7;3;2;Q1;Si;No;No;No;1;No;No;No;No;Si;2019
6;59;Noruega;No;Si;No;No;No;14;2;887,6100467;1678,478553;20;18;10;3;10;10;4;7;2;2;Q1;Si;No;No;No;10;Si;No;Si;No;No;2019
6;47;Noruega;No;No;Si;No;No;7;4;408,7979717;773,0406283;7;5;10;4;10;10;4;3;4;4;Q1;Si;No;Si;No;11;Si;No;No;No;No;2019
1;52;Noruega;No;Si;Si;Si;No;7;3;1011,774311;1913,274289;4;2;8;4;8;7;4;1;4;5;Q1;No;No;Si;No;1;No;No;No;No;Si;2019
6;76;Noruega;No;Si;No;No;No;7;1;1677,244403;3171,684197;9;9;10;5;10;10;4;7;3;2;Q1;Si;Si;Si;No;4;No;No;Si;No;No;2019
6;27;Noruega;No;Si;No;No;No;7;2;479,7662747;907,2423253;1;1;6;3;5;5;4;1;4;2;Q1;No;Si;No;No;15;Si;No;No;Si;No;2019
6;39;Noruega;No;No;No;No;Si;7;3;586,1581967;1108,430403;6;6;10;3;4;5;3;1;2;1;Q1;No;No;Si;No;12;No;No;No;No;Si;2019
6;38;Noruega;No;Si;No;Si;No;6;4;425,623032;804,856968;2;1;7;5;6;6;4;1;4;2;Q1;No;No;Si;No;12;Si;Si;No;No;No;2019
6;69;Noruega;No;Si;No;No;No;14;4;683,7365867;1292,952013;8;8;9;4;10;10;3;7;4;2;Q1;Si;Si;Si;No;8;Si;No;No;No;No;2019
6;66;Noruega;No;Si;No;No;No;14;2;657,1022867;1242,586313;18;18;8;3;9;8;4;7;3;2;Q1;Si;Si;No;No;12;Si;No;No;No;No;2019
6;55;Noruega;No;Si;No;No;No;7;4;390,119856;737,720144;2;1;10;4;9;9;4;1;4;2;Q1;No;No;Si;No;14;Si;No;No;No;No;2019
1;63;Noruega;No;Si;No;No;No;3;4;256,35;256,35;15;6;9;3;10;10;4;2;3;2;Q1;Si;No;Si;No;6;Si;No;No;No;No;2019
6;22;Otros;No;Si;No;No;No;10;2;250,5568806;517,7868194;10;10;9;3;9;9;3;1;3;2;Q1;No;No;Si;No;8;No;No;No;No;Si;2019
1;78;España;No;Si;No;Si;No;26;3;1141,714941;2266,38936;16;6;8;3;10;10;3;7;2;2;Q1;No;No;No;No;8;No;Si;No;No;No;2019
1;63;España;No;No;No;No;Si;10;3;471,6747405;936,3095595;2;1;9;5;10;10;3;7;2;2;Q1;No;No;No;No;7;Si;No;No;No;No;2019
6;26;España;Si;No;No;No;No;1;3;100;39;9;6;8;3;10;10;4;1;2;2;Q1;Si;No;No;No;10;No;No;No;No;Si;2019
1;59;España;No;No;No;No;Si;3;6;130;170;4;1;9;4;6;9;4;2;2;2;Q1;No;No;Si;No;8;Si;No;No;No;No;2019
1;42;Alemania;No;No;Si;No;No;10;5;1015,403723;1852,968377;25;16;8;4;9;9;4;4;2;1;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;58;Alemania;No;Si;No;No;No;10;2;1192,350623;2175,871477;9;9;9;3;10;10;4;1;4;2;Q1;Si;No;Si;No;12;Si;No;No;No;No;2019
6;45;Otros;No;Si;Si;No;No;8;4;500;700;1;1;9;3;10;10;4;2;4;3;Q1;Si;No;Si;No;10;Si;No;No;No;No;2019
1;63;Alemania;No;Si;No;No;No;10;2;460,2;839,8;9;9;10;3;10;10;4;1;4;2;Q1;Si;No;No;No;4;Si;No;No;Si;No;2019
1;44;Alemania;No;Si;No;Si;No;4;5;1536,928571;2907,630629;10;10;8;3;6;7;3;7;2;2;Q1;Si;No;No;No;6;No;No;No;No;Si;2019
6;35;Alemania;No;Si;Si;No;No;7;3;658,45416;1201,58584;2;2;10;3;10;10;3;2;3;4;Q1;No;No;Si;No;4;No;No;No;No;Si;2019
6;29;Alemania;No;Si;No;No;No;10;4;400;400;3;2;9;3;9;9;4;1;2;1;Q1;No;No;Si;No;10;Si;No;No;Si;No;2019
1;38;Alemania;No;No;Si;Si;No;4;4;520;500;12;4;8;4;10;10;3;1;3;2;Q1;No;No;Si;No;6;Si;No;No;No;No;2019
1;22;Otros;No;Si;No;No;No;7;4;288,7623529;938,4776471;3;1;6;3;8;7;3;2;1;4;Q1;No;No;Si;Si;6;Si;Si;No;No;No;2019
6;40;Alemania;No;Si;No;No;No;6;4;300;360;4;4;8;4;8;8;4;1;4;3;Q1;Si;Si;Si;No;8;Si;Si;No;No;No;2019
1;29;Alemania;No;No;No;Si;No;6;6;1697,204571;1602,915429;2;1;10;4;10;10;3;1;2;1;Q1;Si;No;No;No;10;No;Si;No;Si;No;2019
6;59;Finlandia;No;No;No;No;Si;7;3;189,8882387;359,0803613;5;0;8;3;9;9;4;1;2;1;Q1;Si;No;No;No;3;No;No;No;No;Si;2019
1;65;Finlandia;No;Si;No;No;No;9;4;449,656164;850,303836;9;8;9;3;10;10;3;7;2;2;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;52;Finlandia;No;Si;No;No;No;6;5;414,7232387;784,2453613;8;3;8;3;8;8;3;3;3;2;Q1;Si;No;No;No;7;Si;No;No;No;No;2019
6;36;Alemania;No;Si;No;No;No;11;2;259,9973469;1699,982653;2;1;8;4;6;7;4;1;4;2;Q1;No;Si;Si;No;6;No;No;No;No;Si;2019
6;46;Otros;No;Si;No;No;No;7;4;387,5384466;800,8652534;2;2;10;4;10;10;3;7;3;4;Q1;Si;Si;Si;No;6;Si;Si;No;No;No;2019
1;45;Dinamarca;No;No;Si;No;No;7;3;1113,759467;2106,129133;10;10;8;3;8;8;3;2;3;4;Q1;Si;No;No;No;1;No;No;No;No;Si;2019
6;67;Dinamarca;No;Si;No;No;No;7;4;460,7832827;871,3453173;4;4;9;3;9;9;4;7;2;2;Q1;Si;No;Si;No;2;No;Si;No;No;No;2019
6;51;Dinamarca;No;No;Si;No;No;7;3;1906,589939;3605,378661;4;3;10;3;10;10;4;1;4;4;Q1;Si;No;Si;No;3;Si;No;No;No;No;2019
6;47;Dinamarca;No;No;No;No;Si;7;2;1813,369889;3429,098711;6;4;9;4;10;10;4;2;4;5;Q1;Si;No;No;No;3;Si;No;No;No;No;2019
6;51;Dinamarca;Si;No;No;No;No;4;4;175,2937931;215,7462069;10;8;9;3;9;9;4;1;3;4;Q1;Si;No;No;No;8;No;No;No;No;Si;2019
1;44;Dinamarca;No;Si;Si;No;No;7;4;728,0742857;593,2457143;2;1;7;3;7;7;4;4;3;4;Q1;No;Si;No;No;8;Si;No;No;No;No;2019
6;45;Dinamarca;No;No;Si;No;No;7;2;932,781612;1763,898388;10;10;10;3;10;10;4;1;3;4;Q1;Si;No;No;No;3;Si;No;No;Si;No;2019
6;38;Dinamarca;No;Si;Si;No;No;7;2;927,2225147;1753,386085;2;2;8;4;8;8;3;1;4;4;Q1;No;No;Si;No;12;Si;No;No;No;No;2019
6;57;Dinamarca;Si;No;No;No;No;5;3;242,7069767;337,0930233;2;1;8;3;7;7;4;1;3;1;Q1;No;No;Si;No;6;No;Si;No;No;No;2019
1;40;Dinamarca;No;No;Si;No;No;7;4;647,3444477;1224,134152;6;4;10;4;10;10;3;4;2;4;Q1;Si;No;No;No;1;No;No;No;No;Si;2019
6;44;Finlandia;No;Si;Si;No;No;7;5;474,9236747;898,0849253;10;10;10;4;9;9;3;1;3;3;Q1;Si;No;Si;No;4;Si;No;No;No;No;2019
1;21;Finlandia;No;Si;No;No;No;7;5;362,8174847;686,0911153;2;0;10;4;10;10;3;1;4;2;Q1;Si;No;No;No;10;Si;Si;No;No;No;2019
6;70;Noruega;No;Si;No;No;No;7;4;230,556186;435,983814;10;8;9;4;9;9;3;7;3;2;Q1;Si;No;No;No;6;Si;No;Si;No;No;2019
1;80;Noruega;No;Si;No;No;No;14;2;851,232228;1609,687772;18;18;9;3;9;5;4;1;4;2;Q1;Si;No;No;No;12;No;No;No;No;Si;2019
6;82;Noruega;No;Si;No;Si;No;14;3;1134,911736;2146,128264;8;4;10;3;10;10;4;7;1;2;Q1;Si;No;No;No;6;Si;Si;No;No;No;2019
1;52;Noruega;No;Si;No;No;No;8;2;531,966528;1005,953472;10;6;9;4;10;10;3;1;2;2;Q1;Si;No;Si;No;12;Si;No;No;No;No;2019
6;68;Noruega;No;Si;No;Si;No;14;3;834,4382987;1577,930301;11;5;9;3;9;9;2;7;2;2;Q1;Si;No;Si;No;5;Si;No;No;No;No;2019
1;66;Noruega;No;Si;No;No;No;14;3;1046,292156;1978,547844;10;10;7;3;9;9;4;1;4;2;Q1;Si;Si;Si;No;8;Si;Si;Si;No;No;2019
6;67;Noruega;No;Si;No;No;No;7;1;621,6544547;1175,554145;3;3;7;3;7;6;4;7;4;2;Q1;No;No;Si;No;3;No;No;No;No;Si;2019
6;66;Noruega;No;Si;No;No;No;14;1;1366,446335;2583,962265;17;12;10;3;10;10;4;1;3;2;Q1;Si;No;Si;No;2;Si;No;No;No;No;2019
6;64;Suecia;No;Si;No;No;No;7;3;689,8382627;1304,490337;6;4;8;3;7;7;4;7;3;2;Q1;Si;Si;Si;No;5;Si;No;No;No;No;2019
1;63;Suecia;No;Si;No;No;No;14;2;1349,245212;2551,434788;5;4;8;3;6;7;3;2;3;2;Q1;Si;No;Si;No;6;Si;No;No;No;No;2019
1;68;Suecia;No;Si;No;No;No;5;2;554,9165087;1049,352091;3;2;8;3;7;7;4;1;1;2;Q1;Si;No;No;No;6;Si;No;No;No;No;2019
6;70;Suecia;No;Si;No;No;No;7;3;892,2105167;1687,178083;2;2;10;3;8;10;4;7;2;2;Q1;No;No;Si;No;8;No;No;Si;No;No;2019
6;68;Suecia;No;Si;No;No;No;7;3;237,8299787;449,7386213;12;12;10;4;10;10;4;7;1;2;Q1;Si;No;Si;No;1;Si;No;No;No;No;2019
1;36;Suecia;No;Si;Si;No;No;7;2;959,6679347;1814,740665;1;0;6;3;7;7;4;1;2;4;Q1;No;No;No;No;2;No;No;No;No;Si;2019
6;68;Suecia;Si;No;No;No;No;21;4;458,3137288;1267,676271;9;9;9;4;9;9;4;7;1;1;Q1;Si;No;No;No;15;Si;No;No;No;No;2019
6;61;Suecia;No;Si;No;No;No;7;2;573,412266;1084,327734;8;8;10;3;10;10;2;1;3;2;Q1;No;No;No;No;5;Si;No;No;No;No;2019
1;64;Irlanda;No;Si;No;No;No;7;2;319,984182;779,995818;25;1;10;3;10;10;4;7;2;4;Q1;No;Si;Si;No;6;Si;No;No;No;No;2019
6;62;Irlanda;No;Si;No;Si;No;7;2;369,620769;900,990331;13;3;8;4;10;10;4;7;4;4;Q1;Si;No;Si;No;9;No;No;No;No;Si;2019
6;71;Irlanda;No;Si;No;No;No;7;1;439,465859;1071,245241;23;0;10;3;7;10;4;7;2;4;Q1;Si;No;No;No;5;No;No;No;No;Si;2019
6;67;Irlanda;No;Si;No;Si;No;7;2;439,465859;1071,245241;23;0;9;5;10;10;4;7;2;10;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
6;66;Irlanda;No;No;No;No;Si;7;3;271,112982;660,867018;8;1;9;4;10;10;4;7;2;4;Q1;Si;No;Si;No;12;Si;No;Si;No;No;2019
1;67;Noruega;No;Si;No;No;No;30;4;358,8982028;1600,101797;15;11;8;3;10;10;2;7;2;2;Q1;Si;Si;No;No;6;Si;No;No;No;No;2019
6;59;Noruega;No;Si;No;No;No;8;2;886,666224;1676,693776;4;4;10;3;10;10;4;2;3;3;Q1;Si;No;No;No;12;Si;No;Si;No;No;2019
6;61;Alemania;Si;No;No;No;No;4;3;133,1826234;243,0394766;6;2;8;4;8;9;4;2;4;2;Q1;Si;No;No;No;12;Si;No;No;No;No;2019
1;73;Alemania;No;Si;No;No;No;8;2;802,9506234;1465,271477;15;6;9;3;10;10;3;11;2;2;Q1;Si;No;No;No;3;No;No;No;No;Si;2019
6;67;Alemania;No;Si;No;No;No;7;2;378,1293834;690,0327166;2;2;8;4;10;10;4;7;3;2;Q1;Si;Si;No;No;4;No;No;No;No;Si;2019
6;36;Alemania;No;Si;No;No;No;7;3;519,7718634;948,5102366;10;10;8;4;10;10;4;3;4;2;Q1;Si;No;No;No;10;Si;Si;No;Si;No;2019
6;62;Alemania;No;Si;No;No;No;7;2;378,1293834;690,0327166;2;2;2;3;6;8;3;7;2;2;Q1;Si;No;Si;No;6;Si;Si;No;No;No;2019
6;30;Alemania;No;No;Si;No;No;7;2;767,5718634;1400,710237;8;8;8;3;10;10;3;1;2;3;Q1;Si;Si;No;No;5;Si;Si;No;No;No;2019
6;29;Alemania;No;No;No;No;Si;4;3;378,1506234;690,0714766;20;6;9;3;10;10;4;1;4;1;Q1;Si;No;Si;No;5;Si;No;No;No;No;2019
1;57;Alemania;No;Si;No;No;No;7;2;519,7718634;948,5102366;3;1;9;4;10;10;4;4;4;2;Q1;Si;No;Si;No;8;Si;Si;No;No;No;2019
6;49;Alemania;No;Si;No;No;No;9;2;873,7223034;1594,419797;7;7;10;5;10;10;3;1;3;1;Q1;Si;No;Si;No;5;Si;No;No;Si;No;2019
1;60;Alemania;No;Si;No;No;No;7;2;838,3435434;1529,858557;8;5;10;3;10;10;4;7;3;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
6;66;Alemania;No;Si;No;No;No;28;2;1440,150623;2628,071477;8;3;8;3;9;9;2;7;2;2;Q1;Si;No;Si;No;3;No;No;No;No;Si;2019
1;49;España;No;Si;No;No;No;7;4;75,0031579;400,0168421;6;2;7;3;9;9;3;5;1;1;Q1;Si;Si;Si;No;15;Si;Si;Si;No;No;2019
1;41;España;No;Si;Si;No;No;7;3;435,4665;864,4335;4;1;7;3;7;7;4;1;3;3;Q1;Si;No;No;No;7;Si;No;No;No;No;2019
1;54;España;No;Si;No;Si;No;7;3;304,1814405;603,8228595;3;3;8;3;10;10;2;2;1;2;Q1;Si;No;No;No;7;Si;No;No;No;No;2019
6;33;Italia;No;Si;No;No;No;7;4;280,0186667;320,0213333;3;1;10;4;10;10;4;1;2;2;Q1;Si;No;Si;No;8;Si;No;No;No;No;2019
6;40;Otros;No;Si;No;No;No;9;6;389,9834043;314,9865957;3;3;9;4;9;9;4;1;2;3;Q1;Si;Si;No;No;9;Si;Si;No;No;No;2019
1;65;Italia;No;Si;No;No;No;15;6;138,0360313;245,0639687;2;2;8;4;10;9;4;2;1;3;Q1;No;No;Si;No;10;Si;No;No;No;No;2019
1;53;Italia;No;Si;No;No;No;7;2;500;1600;3;1;9;5;9;9;4;1;4;4;Q1;No;No;Si;No;10;Si;No;No;No;No;2019
1;60;Paises Bajos;No;Si;No;No;No;6;2;326,280309;1051,010991;11;4;9;3;9;9;4;1;3;2;Q1;Si;No;No;No;6;Si;No;No;No;No;2019
1;56;Finlandia;No;Si;No;No;No;7;3;553,0832387;1045,885361;14;14;9;4;10;10;2;1;4;2;Q1;Si;No;No;No;6;Si;No;Si;No;No;2019
6;61;Finlandia;No;Si;No;Si;No;7;2;643,0103207;1215,938279;3;2;8;3;8;8;3;5;1;2;Q1;Si;No;Si;Si;7;No;No;No;No;Si;2019
6;57;Finlandia;No;Si;No;No;No;7;2;651,3395927;1231,689007;4;2;9;4;9;9;4;1;3;3;Q1;No;No;Si;No;2;No;No;Si;Si;No;2019
1;75;Finlandia;No;Si;No;Si;No;7;4;224,4644027;424,4641973;15;10;9;3;10;8;4;7;2;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
1;42;Finlandia;No;No;Si;No;No;7;2;916,2782387;1732,690361;5;2;8;3;9;9;4;3;4;4;Q1;No;Si;Si;No;1;Si;No;No;Si;No;2019
6;58;Finlandia;No;No;No;No;Si;7;2;518,5070747;980,5015253;5;5;9;3;10;10;3;7;4;2;Q1;Si;No;Si;No;8;Si;No;Si;No;No;2019
6;56;Finlandia;No;Si;No;No;No;7;4;496,3763927;938,6522073;8;5;8;3;8;7;3;1;2;2;Q1;No;No;Si;No;10;Si;No;No;No;No;2019
1;55;Finlandia;No;Si;No;No;No;7;5;449,683836;850,356164;12;10;10;3;6;10;3;1;4;4;Q1;Si;No;No;No;3;Si;No;No;No;No;2019
6;61;Finlandia;No;Si;No;No;No;14;5;1729,583016;3270,656984;15;12;8;3;10;10;3;1;2;4;Q1;No;No;Si;No;14;Si;No;No;No;No;2019
1;50;Finlandia;No;Si;No;No;No;6;3;556,5560747;1052,452525;4;1;8;4;8;9;2;1;2;4;Q1;No;No;Si;No;12;Si;No;Si;No;No;2019
6;62;Finlandia;No;Si;No;No;No;14;5;777,8767307;1470,971869;12;11;8;3;7;7;2;7;1;2;Q1;Si;No;Si;No;9;Si;No;Si;No;No;2019
1;55;Finlandia;No;Si;No;No;No;8;4;518,85;981,15;25;19;10;4;10;10;3;3;2;2;Q1;Si;No;No;No;8;No;No;No;No;Si;2019
6;52;Finlandia;No;Si;No;No;No;7;2;310,9532387;588,0153613;4;1;10;3;9;10;3;1;2;4;Q1;Si;No;Si;No;14;Si;No;Si;No;No;2019
1;34;Suecia;Si;No;No;Si;No;7;2;166,8374627;315,4911373;1;1;9;3;10;8;4;1;3;2;Q1;No;No;Si;No;7;Si;No;No;Si;No;2019
1;63;Suecia;No;Si;No;No;No;7;4;379,5244547;717,6841453;2;2;7;3;7;8;3;7;4;2;Q1;Si;No;No;No;12;Si;Si;No;No;No;2019
1;67;Suecia;No;Si;No;Si;No;7;2;466,5944027;882,3341973;11;11;8;4;8;8;4;7;2;2;Q1;Si;No;Si;No;9;No;No;No;No;Si;2019
6;67;Suecia;No;No;No;No;Si;7;3;140,3484407;265,4001593;7;4;9;4;10;10;3;7;2;1;Q1;Si;No;Si;No;11;Si;Si;No;No;No;2019
1;56;Suecia;No;Si;No;No;No;7;4;202,372254;382,687746;15;14;7;3;10;9;4;1;3;3;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
6;76;Suecia;No;No;No;No;Si;14;4;1060,878275;2006,130325;3;2;8;4;8;8;3;7;1;2;Q1;No;No;No;No;14;Si;Si;No;No;No;2019
1;71;Suecia;No;Si;No;No;No;7;3;645,9643067;1221,524293;6;6;9;4;9;9;3;7;3;2;Q1;Si;No;No;No;4;No;No;No;No;Si;2019
6;53;Suecia;No;Si;No;No;No;7;3;689,8382627;1304,490337;4;4;10;3;10;10;3;3;3;2;Q1;Si;No;No;No;2;No;No;No;No;Si;2019
6;70;Suecia;No;Si;No;No;No;14;4;757,3441067;1432,144493;7;6;9;4;10;10;4;7;3;2;Q1;Si;No;Si;No;8;Si;Si;No;No;No;2019
1;56;Suecia;No;Si;No;No;No;6;1;453,7407587;858,0278413;3;1;10;5;8;10;4;1;4;2;Q1;No;No;Si;No;6;Si;No;No;No;No;2019
6;67;Suecia;No;Si;No;No;No;14;2;1484,104704;2806,455296;8;8;10;3;8;10;4;7;3;2;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;69;Suecia;No;Si;No;No;No;7;2;505,954848;956,765152;15;15;8;3;10;10;2;7;4;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
1;42;Otros;No;No;No;Si;No;7;3;166,6187406;344,3249594;3;3;10;3;10;10;4;1;1;1;Q1;Si;No;Si;No;8;Si;No;Si;No;No;2019
1;23;Otros;No;Si;No;Si;No;5;2;405,9761406;838,9675594;2;1;9;3;10;10;4;2;1;1;Q1;Si;Si;No;No;10;No;No;No;No;Si;2019
1;55;Noruega;No;Si;No;No;No;14;4;639,5720747;1209,436525;8;4;10;3;10;10;3;7;2;2;Q1;Si;No;Si;No;12;No;No;No;No;Si;2019
1;64;España;No;Si;No;No;No;8;3;670;1330;2;1;9;3;10;10;3;2;2;4;Q1;Si;No;No;No;12;No;No;No;No;Si;2019
1;23;Francia;Si;No;No;No;No;10;5;200;200;6;3;8;3;10;8;4;4;3;1;Q1;Si;Si;No;No;10;Si;Si;No;Si;No;2019
1;36;España;No;Si;No;No;No;8;3;400,0237037;950,0562963;3;1;8;4;10;10;3;1;2;2;Q1;Si;No;Si;No;10;Si;Si;No;No;No;2019
1;39;Otros;No;No;No;No;Si;15;3;661,3860234;1206,936077;5;5;9;5;10;10;4;1;3;2;Q1;Si;No;Si;Si;14;Si;Si;Si;No;No;2019
6;35;Alemania;No;No;No;No;Si;6;4;519,8108034;948,5812966;3;0;10;3;10;10;4;1;2;3;Q1;No;No;Si;No;8;Si;Si;No;No;No;2019
6;51;Alemania;No;Si;No;No;No;8;2;519,7506234;948,4714766;20;10;10;3;10;10;3;1;3;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
1;75;Alemania;No;Si;No;No;No;28;4;1086,093983;1981,968117;6;3;8;3;10;10;3;7;2;2;Q1;Si;No;No;No;7;Si;Si;Si;No;No;2019
1;32;Alemania;No;Si;No;No;No;5;4;360,4506234;657,7714766;1;1;10;5;10;10;4;1;2;1;Q1;Si;Si;Si;No;5;Si;No;No;No;No;2019
1;21;Alemania;No;No;No;No;Si;14;2;708,01416;1292,02584;14;13;10;4;10;10;4;6;1;1;Q1;Si;Si;Si;No;4;Si;No;No;Si;No;2019
6;40;Alemania;No;No;Si;No;No;7;5;1649,943299;1259,956701;4;4;10;5;10;10;4;1;2;3;Q1;Si;No;No;No;9;Si;Si;No;No;No;2019
1;44;Alemania;No;Si;Si;No;No;14;4;1300,086667;3200,213333;4;1;8;4;10;10;4;7;2;2;Q1;Si;No;No;No;2;No;No;No;No;Si;2019
6;60;Alemania;No;Si;No;No;No;10;2;424,8;775,2;1;1;10;4;10;10;4;1;1;2;Q1;No;No;No;No;2;Si;No;Si;No;No;2019
6;61;Alemania;No;Si;No;Si;No;7;2;519,7718634;948,5102366;3;1;10;3;7;8;4;1;2;2;Q1;No;No;No;No;3;Si;Si;No;No;No;2019
6;64;Francia;No;Si;No;Si;No;8;3;281,0434718;401,9297282;6;3;9;4;9;9;3;1;3;1;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
1;43;Alemania;No;No;No;No;Si;6;2;393,3797034;717,8623966;5;5;9;3;8;8;4;4;4;1;Q1;Si;Si;No;No;5;Si;No;No;Si;No;2019
1;63;Bélgica;No;Si;No;No;No;10;2;1377,842202;4004,353898;14;2;8;3;9;9;4;3;2;2;Q1;Si;No;No;No;2;No;No;No;No;Si;2019
1;69;Bélgica;No;Si;No;No;No;10;2;968,2422016;2813,953898;1;0;10;4;10;10;3;7;4;2;Q1;Si;No;No;No;4;No;No;No;No;Si;2019
1;43;Francia;No;No;Si;No;No;5;3;363,7590868;520,2241132;13;3;9;4;10;10;4;3;4;4;Q1;Si;No;Si;No;8;Si;No;No;No;No;2019
1;67;Dinamarca;No;Si;No;No;No;6;1;539,36;1078,72;4;4;8;3;8;8;4;4;4;2;Q1;No;No;Si;No;0;Si;No;No;Si;No;2019
6;62;Alemania;No;Si;No;No;No;7;2;484,3364634;883,8456366;6;4;8;3;5;5;2;1;2;2;Q1;Si;No;No;No;3;No;No;No;No;Si;2019
