Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Gastos;Horas_fuera_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Calificacion;Repetiria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Año
6;36;Otros;Si;No;No;No;No;5;6;70;750;2000;14;2;2;3;9;4;1;2;1;Q1;2022
6;55;Suiza;No;Si;No;No;No;7;4;926;1.511;511;14;25;20;4;10;3;2;4;2;Q1;2022
1;62;Reino Unido;No;Si;No;No;No;7;6;1793;900;750;10;3;3;3;8;4;1;4;2;Q2;2022
1;30;Reino Unido;No;No;No;Si;No;7;1;787;1.407;339;2;3;1;3;10;1;1;1;3;Q3;2022
6;64;Suiza;No;Si;No;No;No;28;2;2404;3.924;0;10;12;10;4;10;4;7;3;2;Q1;2022
1;40;Reino Unido;No;No;Si;No;No;7;4;4782;2152;1437;4;2;2;5;10;4;7;1;2;Q2;2022
1;47;Finlandia;No;Si;No;No;No;14;2;2146;3503;601;14;5;4;5;10;4;2;4;2;Q1;2022
6;46;Reino Unido;No;No;Si;No;No;7;3;1435;1.076;1736;6;3;0;5;10;1;3;4;4;Q2;2022
6;58;Reino Unido;No;Si;No;No;No;14;2;620;1108;198;14;14;14;3;10;4;2;3;4;Q3;2022
6;40;Otros;No;Si;No;No;No;6;5;2089;2.507;8902;8;4;1;5;10;4;4;2;1;Q1;2022
6;58;Reino Unido;No;No;No;No;Si;7;5;3586;420;2383;10;20;20;4;10;3;1;2;3;Q2;2022
6;44;Suiza;Si;No;No;No;No;14;3;815;1.330;386;7;4;3;3;10;4;1;2;1;Q1;2022
1;43;Reino Unido;No;No;Si;No;No;7;2;2500;2.400;2000;6;10;10;4;10;4;1;4;5;Q2;2022
6;63;Reino Unido;No;No;No;Si;No;11;2;1875;3.353;942;6;4;1;3;9;4;7;4;2;Q3;2022
6;26;España;No;No;No;Si;No;1;5;260;210;180;12;2;0;3;10;4;1;1;1;Q1;2022
6;57;Suiza;No;No;No;Si;No;7;3;1776;2.900;466;2;3;2;5;10;4;1;4;1;Q1;2022
1;59;Reino Unido;No;Si;No;No;No;14;5;536;778;1321;8;18;18;3;10;1;1;3;3;Q2;2022
6;39;Alemania;No;No;Si;No;No;8;4;1542;2.158;400;3;2;1;3;6;4;4;3;3;Q3;2022
1;39;Reino Unido;No;No;Si;No;No;7;2;2391;1.196;599;12;3;3;4;10;4;1;4;4;Q2;2022
6;60;Italia;No;Si;No;No;No;7;3;932;944;186;9;15;3;3;9;4;1;2;2;Q3;2022
1;48;Suiza;No;No;Si;No;No;7;2;2.331;3.805;191;2;2;2;3;8;4;1;4;4;Q1;2022
6;42;Reino Unido;No;No;Si;No;No;7;4;2.391;3.826;718;3;2;1;3;5;1;7;1;2;Q2;2022
6;27;Italia;No;Si;No;No;No;7;1;932;944;154;2;2;0;3;10;4;6;3;4;Q3;2022
1;54;Suiza;No;No;Si;No;No;7;3;5.105;8.333;1164;2;9;4;3;10;3;1;4;5;Q1;2022
1;55;Reino Unido;No;No;Si;No;No;7;5;359;717;1197;1;5;5;3;8;4;4;4;4;Q2;2022
6;71;Suiza;No;No;Si;No;No;21;3;6.214;10.143;1192;3;1;1;2;4;4;1;4;5;Q1;2022
6;50;Reino Unido;No;No;Si;No;No;7;1;4.338;6.300;622;3;10;3;3;8;4;1;4;4;Q2;2022
1;48;España;No;No;Si;No;No;10;2;699;1.401;20;8;6;3;3;10;3;1;3;3;Q3;2022
6;52;España;No;No;Si;No;No;5;1;1200;2500;500;5;3;3;4;10;4;1;4;4;Q1;2022
6;56;Reino Unido;No;Si;No;No;No;14;2;2438;3540;2000;2;3;2;5;10;4;1;4;2;Q2;2022
6;42;España;Si;No;No;No;No;3;3;200;300;154;12;3;1;3;10;3;1;2;2;Q3;2022
6;60;España;No;Si;No;No;No;6;2;255;300;300;10;2;1;4;7;4;1;3;3;Q1;2022
1;56;España;Si;No;No;No;No;7;2;308;560;182;4;7;0;3;10;4;1;2;1;Q2;2022
1;40;España;No;Si;No;No;No;10;4;200;900;1000;2;15;14;3;10;4;1;4;2;Q1;2022
1;44;España;No;Si;No;No;No;7;4;600;600;800;5;2;2;4;10;4;1;2;2;Q2;2022
6;42;España;No;No;Si;No;No;7;2;2200;3800;1200;6;4;4;3;10;4;1;3;4;Q1;2022
1;46;España;No;Si;No;No;No;7;4;300;600;1000;14;10;10;3;10;4;1;2;2;Q1;2022
6;39;España;No;No;Si;No;No;7;2;700;2000;0;2;8;5;4;10;4;1;3;4;Q2;2022
1;35;Noruega;No;No;Si;No;No;26;4;2431;2528;2762;3;3;3;3;6;4;1;4;6;Q3;2022
1;60;Alemania;No;Si;No;No;No;7;4;601;1385;513;6;20;20;4;10;4;1;3;2;Q1;2022
1;72;Alemania;No;Si;No;No;No;11;2;1448;3338;213;0;2;2;4;10;4;7;1;1;Q1;2022
1;61;Noruega;No;Si;No;No;No;21;4;1167;1750;1800;8;15;15;3;10;4;1;4;2;Q3;2022
1;60;Alemania;No;No;No;No;Si;14;3;1146;2641;313;15;2;2;4;6;3;3;2;2;Q1;2022
6;48;España;No;No;Si;No;No;6;2;500;1500;600;10;20;1;4;10;4;1;3;4;Q2;2022
6;33;Noruega;No;No;Si;No;No;8;3;1749;2269;756;5;4;4;3;10;4;1;4;2;Q3;2022
6;52;España;No;No;Si;No;No;4;2;486;882;132;15;3;0;3;8;4;4;2;3;Q2;2022
1;71;Noruega;No;Si;No;No;No;7;4;1088;1412;650;8;10;10;3;10;4;7;2;3;Q3;2022
1;61;Alemania;No;Si;No;No;No;10;2;1176;2711;213;4;2;2;5;10;4;2;2;2;Q1;2022
1;59;España;No;Si;No;No;No;7;2;462;838;700;12;5;2;4;8;4;7;3;3;Q2;2022
6;55;España;No;No;No;Si;No;4;1;260;440;480;12;2;2;3;8;4;1;2;2;Q2;2022
6;36;España;No;No;No;Si;No;6;2;2084;3784;432;8;3;1;3;9;3;1;1;2;Q2;2022
1;27;Noruega;No;Si;No;No;No;8;3;1270;1647;25;6;2;1;5;8;3;1;4;2;Q3;2022
6;43;Reino Unido;No;Si;No;No;No;6;4;181;396;1026;8;2;1;5;10;4;1;3;2;Q1;2022
1;36;España;No;Si;No;No;No;6;2;600;1700;290;15;5;2;4;10;4;4;3;2;Q2;2022
6;29;Reino Unido;No;No;No;Si;No;10;4;236;471;1508;4;3;1;5;10;4;2;2;2;Q1;2022
6;31;España;No;Si;No;No;No;6;3;843;740;200;7;3;2;4;10;4;1;3;2;Q2;2022
6;31;Noruega;Si;No;No;No;No;8;4;322;418;710;3;3;3;4;7;4;1;4;1;Q3;2022
1;58;Francia;No;Si;No;No;No;7;4;500;500;400;10;3;1;3;8;4;1;2;2;Q2;2022
1;43;Reino Unido;No;No;No;Si;No;5;4;70;320;500;8;5;0;5;10;4;1;2;1;Q1;2022
6;45;España;No;No;Si;No;No;7;2;2500;3500;0;4;7;1;3;9;4;7;2;3;Q2;2022
6;51;España;No;No;Si;No;No;7;2;2439;4428;1632;6;4;1;3;10;4;1;2;1;Q2;2022
1;50;Reino Unido;No;No;No;Si;No;5;4;70;615;250;6;5;4;3;10;4;1;4;1;Q1;2022
1;50;España;No;No;Si;No;No;8;2;1300;2.600;2500;2;6;3;4;10;4;4;3;1;Q2;2022
6;17;España;No;No;No;No;Si;8;2;1000;6000;400;2;2;0;3;10;3;6;4;3;Q3;2022
1;53;España;No;No;No;No;Si;4;4;400;263;300;14;3;0;3;10;3;2;2;1;Q2;2022
1;71;Reino Unido;No;Si;No;No;No;23;1;7359;16070;729;8;5;3;3;10;4;7;4;2;Q1;2022
1;46;España;No;No;Si;No;No;5;2;1100;1630;130;1;6;4;1;7;4;1;2;3;Q2;2022
6;39;España;No;Si;No;No;No;3;4;120;300;500;14;2;1;5;10;4;2;3;2;Q2;2022
1;57;España;No;Si;No;No;No;9;4;500;800;500;2;2;1;4;9;4;1;2;2;Q2;2022
6;62;España;No;Si;No;No;No;8;5;526;760;615;8;4;4;4;10;4;1;3;4;Q3;2022
6;58;España;No;No;No;No;Si;6;2;1500;2500;390;12;5;1;3;8;4;8;2;3;Q2;2022
1;57;España;No;No;Si;No;No;5;2;841;1527;632;12;3;0;3;10;3;2;4;3;Q2;2022
6;49;Alemania;No;Si;No;No;No;1;4;650;1000;1550;10;3;1;3;10;3;1;2;2;Q1;2022
6;19;Noruega;No;Si;No;No;No;7;1;483;789;800;2;2;2;3;7;4;1;4;4;Q1;2022
6;63;España;No;Si;No;No;No;9;1;1196;2171;1132;12;10;2;3;7;4;1;4;5;Q2;2022
1;34;Noruega;No;Si;No;No;No;7;2;377;615;1192;4;2;2;4;0;4;1;4;2;Q1;2022
1;68;España;No;No;No;No;Si;7;2;1400;1.000;0;10;19;17;3;10;2;7;2;2;Q2;2022
1;26;Noruega;No;No;No;No;Si;7;5;493;1479;1000;3;10;10;4;8;4;1;2;1;Q1;2022
1;50;Noruega;No;No;Si;No;No;7;3;939;1533;191;2;12;4;3;10;4;1;4;2;Q1;2022
6;46;España;No;Si;No;No;No;10;4;680;723;750;8;4;1;4;10;4;2;1;1;Q2;2022
1;24;España;No;Si;No;No;No;5;3;400;500;700;8;3;1;3;8;4;5;2;4;Q3;2022
6;42;Suiza;No;No;Si;No;No;7;4;667;1.089;591;7;2;0;3;9;3;1;3;2;Q1;2022
6;47;España;No;No;Si;No;No;7;2;663;1.204;532;10;9;1;4;10;4;1;2;2;Q2;2022
6;28;España;Si;No;No;No;No;7;5;270;550;187;7;2;2;3;9;3;1;2;2;Q3;2022
6;64;Noruega;No;Si;No;No;No;14;2;677;1105;191;4;9;5;3;10;3;7;4;2;Q1;2022
1;41;España;No;No;No;Si;No;6;4;250;450;540;6;6;6;3;8;4;1;3;2;Q2;2022
6;69;Noruega;No;Si;No;No;No;7;1;1216;1984;140;6;4;4;3;5;4;7;4;2;Q1;2022
1;42;Bélgica;No;No;Si;No;No;7;2;1850;3.001;284;6;4;0;3;7;3;1;1;3;Q3;2022
6;26;España;No;Si;No;No;No;8;2;6824;6.676;1003;15;3;2;5;10;4;1;2;1;Q3;2022
6;40;Suiza;No;No;Si;No;No;7;2;815;1.330;491;1;4;4;3;10;3;1;2;4;Q1;2022
1;78;Noruega;No;Si;No;No;No;21;1;2735;4.465;0;8;20;12;5;10;4;8;2;2;Q1;2022
1;54;Suiza;No;Si;No;No;No;7;4;967;725;1887;8;5;1;3;10;3;3;2;2;Q1;2022
1;32;Noruega;No;No;No;No;Si;7;4;1426;2.328;2613;5;1;1;3;10;4;2;4;3;Q1;2022
6;27;Bélgica;No;No;No;No;Si;7;2;3756;6095;1149;3;1;1;3;8;4;1;4;3;Q3;2022
1;35;Otros;No;Si;No;No;No;7;2;291;475;291;3;2;1;3;10;4;1;2;2;Q1;2022
1;74;Bélgica;No;Si;No;No;No;10;1;1468;2.383;1635;5;4;4;4;9;3;7;1;2;Q3;2022
6;49;Noruega;No;No;No;No;Si;6;2;637;1.040;750;10;7;7;3;10;3;2;2;4;Q1;2022
6;30;Bélgica;No;No;Si;No;No;7;2;1545;2506;159;1;1;1;4;9;3;1;2;3;Q3;2022
6;31;Noruega;Si;No;No;No;No;13;3;509;831;664;5;2;0;4;10;3;1;1;2;Q1;2022
6;47;España;No;No;Si;No;No;7;2;1232;2.236;632;12;6;2;3;10;4;2;3;4;Q2;2022
6;29;Irlanda;No;No;No;No;Si;7;2;1194;2.387;900;8;3;3;4;10;4;1;3;2;Q1;2022
1;57;Otros;Si;No;No;No;No;6;3;400;450;1160;8;3;3;4;8;4;3;2;1;Q1;2022
6;49;España;No;Si;No;No;No;6;2;1350;2.450;300;3;5;3;5;10;3;4;2;2;Q2;2022
6;57;Reino Unido;No;No;Si;No;No;14;5;912;1.632;1639;3;3;3;3;8;4;7;4;4;Q3;2022
6;30;España;No;No;Si;No;No;5;4;400;400;730;10;5;5;3;7;4;1;2;3;Q2;2022
6;52;España;No;No;No;No;Si;7;2;1.600;1.900;1070;10;4;1;5;10;4;1;3;1;Q2;2022
1;53;Suecia;No;Si;No;No;No;14;4;1.598;1849;343;6;3;0;4;9;4;4;4;2;Q3;2022
6;52;Reino Unido;No;Si;No;No;No;7;2;498;737;957;8;4;0;5;10;4;1;2;2;Q1;2022
6;49;España;No;No;No;No;Si;7;2;1.200;1.300;660;8;7;2;3;10;4;2;3;3;Q2;2022
6;41;España;No;No;No;No;Si;1;3;700;160;300;10;5;5;3;0;3;1;1;4;Q2;2022
1;50;Alemania;No;No;Si;No;No;14;6;1.500;1.500;1470;10;3;1;3;8;4;1;2;2;Q3;2022
1;25;España;No;Si;No;No;No;6;4;150;600;1000;8;2;1;4;8;4;1;2;4;Q2;2022
1;26;Alemania;No;No;No;Si;No;6;2;652;913;435;4;2;2;5;10;4;1;2;2;Q3;2022
6;63;Alemania;No;Si;No;No;No;15;2;2.042;4.166;1292;10;9;5;3;8;4;1;3;2;Q1;2022
1;46;España;No;Si;No;No;No;4;4;200;200;200;10;3;1;3;10;4;1;3;2;Q2;2022
6;44;Otros;No;No;Si;No;No;7;3;2622;5338;760;8;3;1;4;10;4;2;3;4;Q2;2022
6;50;Alemania;No;No;Si;No;No;7;2;1220;2489;492;2;24;2;3;10;4;1;3;3;Q1;2022
6;35;Otros;No;No;No;Si;No;30;4;4533;15411;6136;6;4;4;5;10;4;3;3;2;Q1;2022
1;55;Reino Unido;No;Si;No;No;No;7;1;954;1707;939;4;14;2;2;1;4;1;2;2;Q3;2022
1;64;Otros;No;Si;No;No;No;7;1;1316;2684;1100;10;2;2;3;9;3;1;2;2;Q1;2022
1;24;Reino Unido;No;Si;No;No;No;7;2;620;1108;375;1;4;2;4;9;4;1;3;2;Q3;2022
6;53;España;No;No;Si;No;No;3;6;500;225;150;11;9;5;5;10;4;1;2;3;Q2;2022
6;43;España;No;Si;No;No;No;6;6;607;600;744;8;4;2;4;8;4;1;3;4;Q2;2022
6;49;Reino Unido;No;Si;No;No;No;14;2;1414;2530;589;0;4;0;4;3;4;1;3;4;Q3;2022
1;36;Alemania;No;Si;No;No;No;12;3;1055;2153;316;5;8;1;3;8;4;7;1;2;Q1;2022
1;42;España;No;No;Si;No;No;7;2;830;1100;670;4;6;6;3;8;3;5;2;4;Q2;2022
1;41;Irlanda;No;Si;No;No;No;10;4;1250;1279;1171;6;8;3;4;10;4;1;4;1;Q3;2022
1;39;Irlanda;No;No;Si;No;No;10;3;904;925;671;0;13;7;3;6;3;10;1;5;Q3;2022
1;54;Noruega;No;Si;No;No;No;6;2;531;867;691;5;15;15;4;10;4;1;3;2;Q1;2022
6;41;España;No;No;Si;No;No;7;3;2439;4428;632;3;6;2;3;10;4;1;2;4;Q2;2022
6;25;Noruega;No;No;No;No;Si;7;4;339;554;961;2;3;3;3;10;2;7;2;1;Q1;2022
6;66;Irlanda;No;No;No;No;Si;14;4;500;850;880;10;7;6;4;8;4;1;3;1;Q3;2022
1;49;España;No;No;No;Si;No;3;3;230;165;350;2;10;10;3;10;4;1;2;2;Q2;2022
1;62;Noruega;No;Si;No;No;No;8;2;1014;1655;916;8;15;15;3;10;3;1;3;2;Q1;2022
6;21;Irlanda;No;No;No;No;Si;10;2;438;1052;500;10;3;2;3;10;4;1;1;5;Q3;2022
6;23;Alemania;No;No;No;Si;No;10;6;952;2856;950;10;1;1;4;10;4;6;1;2;Q3;2022
6;22;Noruega;No;Si;No;No;No;7;3;602;982;401;4;5;4;3;8;4;6;1;2;Q1;2022
1;21;España;Si;No;No;No;No;3;1;175;1200;390;6;8;6;3;10;4;6;3;5;Q2;2022
6;41;Irlanda;No;No;Si;No;No;14;5;4050;800;2751;3;7;1;3;10;4;1;2;4;Q3;2022
6;25;Noruega;No;Si;No;No;No;14;2;1827;2982;1000;12;2;1;4;7;4;1;4;2;Q1;2022
1;64;Noruega;No;Si;No;No;No;7;3;302;493;591;6;4;2;4;10;4;1;4;2;Q1;2022
6;27;Irlanda;No;No;No;Si;No;3;2;259;180;50;2;25;15;5;10;3;1;1;3;Q3;2022
1;61;Paises Bajos;No;No;No;Si;No;7;3;791;2029;1180;4;1;0;4;9;3;2;2;3;Q1;2022
6;45;Otros;No;No;No;No;Si;7;1;1942;2700;1370;5;2;2;3;8;4;4;4;3;Q3;2022
6;33;Otros;No;No;No;No;Si;14;2;1827;3012;911;7;2;1;4;9;4;1;2;4;Q3;2022
1;37;Otros;No;No;Si;No;No;12;3;2368;3903;2198;12;2;1;3;10;3;1;1;4;Q3;2022
1;45;Paises Bajos;No;No;Si;No;No;6;5;750;1350;300;5;6;3;3;7;4;1;4;4;Q1;2022
6;43;Francia;No;Si;No;No;No;8;2;1081;1716;2343;6;3;2;3;10;4;2;4;4;Q2;2022
1;46;Alemania;No;Si;No;No;No;20;4;500;2000;1100;10;10;10;3;10;4;1;3;2;Q1;2022
1;55;Francia;No;No;No;Si;No;9;6;150;600;1800;10;2;2;4;10;4;1;2;1;Q1;2022
6;33;Bélgica;No;No;Si;No;No;7;2;1528;2370;303;1;4;4;3;10;4;1;3;2;Q2;2022
1;35;Suecia;Si;No;No;No;No;30;6;450;850;1500;14;6;5;4;10;4;1;1;1;Q1;2022
1;45;Otros;No;Si;No;No;No;10;1;1480;2348;473;6;2;0;3;8;4;1;4;3;Q2;2022
6;21;Suecia;No;No;No;No;Si;7;2;453;524;548;9;2;1;3;10;4;1;2;1;Q3;2022
1;50;Suecia;No;Si;No;No;No;14;2;1742;4258;3744;10;3;3;3;8;3;1;4;2;Q1;2022
6;24;Otros;No;No;No;Si;No;7;2;1093;1734;973;10;6;3;2;9;4;1;4;3;Q2;2022
1;50;Suecia;No;Si;No;No;No;6;4;792;917;643;12;4;4;3;10;4;1;4;5;Q3;2022
1;41;Otros;No;Si;No;No;No;10;3;300;1100;1500;11;2;1;4;9;4;1;3;2;Q1;2022
6;35;Alemania;No;No;No;No;Si;14;2;2749;3848;235;8;3;3;3;10;4;1;3;2;Q3;2022
1;30;Otros;No;Si;No;No;No;1;6;240;1.000;600;14;2;1;3;9;4;1;1;2;Q1;2022
6;20;España;No;Si;No;No;No;5;1;320;1600;430;4;2;1;3;10;3;2;1;2;Q2;2022
6;24;Suecia;No;Si;No;No;No;7;1;1298;1502;860;4;3;3;4;10;4;1;3;2;Q3;2022
6;37;Paises Bajos;No;No;Si;No;No;7;2;981;2519;300;3;8;2;3;9;4;1;1;4;Q1;2022
6;44;Italia;No;No;Si;No;No;7;5;770;400;260;7;1;0;3;10;3;5;2;1;Q2;2022
1;52;Italia;No;Si;No;No;No;7;3;522;1.378;200;10;4;1;3;9;3;3;3;3;Q2;2022
6;45;Suecia;No;No;Si;No;No;14;2;3055;3534;443;3;2;0;3;10;4;1;4;2;Q3;2022
1;73;Alemania;No;Si;No;No;No;11;4;1035;1800;1150;8;2;2;3;8;4;7;4;2;Q1;2022
1;62;Italia;No;Si;No;No;No;7;2;653;1.722;396;12;2;2;3;10;3;3;2;2;Q2;2022
6;24;Paises Bajos;No;No;No;No;Si;7;2;350;600;400;12;2;2;3;10;4;2;1;1;Q1;2022
1;41;Italia;No;Si;No;No;No;6;4;200;380;500;10;3;2;3;10;4;1;2;2;Q2;2022
1;48;Noruega;No;No;Si;No;No;13;2;2917;5833;2022;2;2;2;3;9;4;5;4;3;Q3;2022
1;43;Alemania;No;No;No;Si;No;5;2;995;2292;533;3;2;0;4;10;4;1;4;2;Q1;2022
1;28;Noruega;No;Si;No;No;No;12;4;1270;1647;1487;4;2;2;4;7;4;1;4;2;Q3;2022
1;36;Italia;No;Si;No;No;No;7;3;460;1214;525;8;3;1;4;9;4;2;2;2;Q2;2022
1;50;Alemania;No;Si;No;No;No;8;4;389;897;813;10;10;10;4;8;4;1;3;2;Q1;2022
6;64;Otros;Si;No;No;No;No;11;4;279;6000;2200;10;3;3;3;10;4;1;3;2;Q2;2022
1;55;Alemania;No;Si;No;No;No;7;5;666;1.534;780;12;5;2;3;6;4;1;4;2;Q1;2022
1;45;Otros;No;No;Si;No;No;7;2;1800;2.800;2300;4;20;13;3;7;4;1;3;5;Q2;2022
1;36;Otros;No;Si;No;No;No;6;2;800;900;500;5;2;0;3;8;4;2;4;2;Q2;2022
6;60;Otros;No;No;Si;No;No;6;4;750;750;500;10;6;0;3;10;4;3;4;3;Q3;2022
6;52;Suiza;No;Si;No;No;No;7;2;927;1.043;0;6;7;2;3;10;4;1;4;2;Q2;2022
1;49;Otros;No;Si;No;No;No;2;1;200;1.000;1480;4;14;4;3;10;4;1;4;2;Q2;2022
1;43;Dinamarca;No;Si;No;No;No;7;3;809;742;674;8;9;9;4;10;4;4;3;5;Q1;2022
6;46;Suiza;No;No;Si;No;No;7;4;427;579;1967;9;2;2;5;10;4;1;4;4;Q2;2022
1;59;Suiza;No;Si;No;No;No;10;4;292;389;270;10;5;1;5;9;4;1;2;2;Q1;2022
6;46;Suiza;No;Si;No;No;No;7;4;583;792;1067;8;4;3;5;10;3;4;2;4;Q2;2022
1;55;España;Si;No;No;No;No;11;2;288;1.103;314;14;13;3;5;10;2;1;2;1;Q1;2022
6;56;Suiza;No;Si;No;No;No;14;2;1287;1.748;1261;5;8;6;3;10;4;1;4;2;Q2;2022
6;55;Noruega;No;Si;No;No;No;7;4;677;878;600;8;15;15;3;10;3;1;3;3;Q3;2022
1;39;España;No;No;Si;No;No;7;4;1000;500;1000;12;12;6;4;10;4;1;4;4;Q1;2022
6;58;Suiza;No;Si;No;No;No;7;2;1287;1.748;0;10;6;6;3;10;3;1;3;2;Q2;2022
1;22;Noruega;No;Si;No;No;No;7;2;1270;1647;700;12;1;1;3;10;4;1;4;2;Q3;2022
6;58;Suiza;No;Si;No;No;No;7;4;185;252;1210;6;1;1;4;10;3;1;3;2;Q2;2022
1;36;Noruega;No;No;Si;No;No;21;5;2139;4.375;2974;4;8;8;4;10;3;1;4;4;Q3;2022
6;56;Suiza;No;No;No;No;Si;7;3;346;470;862;3;7;7;3;10;4;1;3;1;Q2;2022
6;46;Noruega;No;No;No;Si;No;23;4;1264;1.167;735;4;2;2;3;10;4;1;3;2;Q3;2022
1;68;Suiza;No;Si;No;No;No;7;4;603;819;388;8;3;3;3;8;3;7;2;2;Q2;2022
6;46;Noruega;No;No;Si;No;No;14;4;2333;1.944;1487;1;6;6;4;10;4;1;4;4;Q3;2022
6;47;Suiza;No;Si;No;No;No;14;2;869;1.180;2498;7;2;1;3;10;3;1;3;2;Q2;2022
6;19;Noruega;No;No;No;Si;No;7;4;1580;2.049;2243;10;2;2;4;7;4;1;2;2;Q3;2022
1;47;Noruega;Si;No;No;No;No;14;4;885;1.361;991;4;4;4;3;10;4;1;3;1;Q3;2022
1;70;Suiza;No;Si;No;No;No;8;4;258;350;1042;5;3;3;3;2;3;7;1;1;Q2;2022
1;79;Suiza;No;Si;No;No;No;14;3;1408;1912;0;6;20;11;3;7;3;7;3;2;Q2;2022
6;63;Suiza;No;Si;No;No;No;16;2;1227;1.803;1435;8;4;3;3;10;4;1;4;2;Q3;2022
6;59;Suiza;No;No;No;No;Si;6;4;467;634;900;5;3;2;3;8;4;6;2;2;Q2;2022
6;68;Suiza;No;Si;No;No;No;7;1;668;907;609;1;10;10;3;10;3;7;2;2;Q2;2022
6;78;Alemania;No;Si;No;No;No;12;2;600;2.800;500;10;20;15;3;10;4;7;3;2;Q1;2022
6;21;Suiza;No;Si;No;No;No;7;3;44;60;686;8;8;8;5;10;3;1;2;2;Q2;2022
6;68;Suiza;Si;No;No;No;No;7;2;246;333;541;2;5;5;3;10;3;7;2;2;Q2;2022
1;36;Paises Bajos;No;No;No;Si;No;11;4;718;1.182;2000;14;5;5;3;10;4;1;2;1;Q3;2022
6;38;Paises Bajos;No;No;Si;No;No;8;2;2.591;4.268;681;8;2;2;4;9;2;2;3;4;Q3;2022
1;32;España;No;Si;No;No;No;6;2;326;850;500;14;3;1;5;10;4;1;4;2;Q2;2022
6;60;Noruega;No;Si;No;No;No;21;4;986;1.500;2501;5;15;13;4;10;4;4;4;2;Q1;2022
1;31;España;No;Si;No;No;No;4;5;300;210;455;12;5;1;3;10;4;1;3;2;Q2;2022
6;44;Paises Bajos;No;No;Si;No;No;7;4;1.835;3.024;1270;6;1;0;3;9;4;1;4;4;Q3;2022
1;29;España;No;Si;No;No;No;3;4;520;216;250;8;1;0;5;10;4;1;2;2;Q2;2022
1;55;Paises Bajos;No;Si;No;No;No;11;2;1.004;1.655;2206;12;15;12;3;7;2;2;3;2;Q3;2022
1;69;Noruega;No;Si;No;No;No;12;3;1.973;986;550;6;3;1;4;7;4;7;2;2;Q1;2022
6;52;Noruega;No;No;Si;No;No;26;4;1.480;2.170;2952;8;14;14;5;10;4;1;3;3;Q1;2022
1;47;Suiza;No;Si;No;No;No;5;5;530;770;573;5;2;2;3;10;4;1;3;2;Q1;2022
6;57;Paises Bajos;No;No;No;Si;No;14;3;513;846;141;8;4;1;3;10;4;1;2;1;Q3;2022
1;46;Finlandia;No;No;No;Si;No;7;3;297;403;550;8;15;15;4;10;4;1;4;3;Q2;2022
1;57;Noruega;No;No;Si;No;No;13;4;2367;2367;3001;6;8;8;4;10;4;1;4;2;Q1;2022
6;67;Finlandia;No;Si;No;No;No;7;4;1145;1555;470;8;12;8;3;10;4;7;4;2;Q2;2022
6;37;Finlandia;No;No;Si;No;No;7;3;970;1318;792;2;3;2;3;8;4;1;4;5;Q2;2022
6;62;Paises Bajos;No;Si;No;No;No;12;2;755;1245;500;0;6;1;3;0;4;7;3;3;Q3;2022
1;26;Suiza;No;No;Si;No;No;7;4;507;689;997;0;3;2;4;10;4;6;1;1;Q2;2022
6;38;Finlandia;No;No;Si;No;No;7;2;2879;3910;1272;1;14;10;5;10;4;1;3;4;Q2;2022
6;19;Finlandia;No;No;No;Si;No;7;3;186;252;1322;2;12;4;3;9;3;1;4;2;Q2;2022
6;35;España;No;No;No;Si;No;3;2;280;250;55;10;3;1;3;7;4;1;2;1;Q3;2022
1;24;Finlandia;No;No;No;No;Si;7;3;589;800;912;8;6;4;4;7;4;6;1;1;Q2;2022
1;57;Finlandia;No;Si;No;No;No;6;4;59;80;1219;12;4;2;3;7;3;1;4;4;Q2;2022
6;42;España;No;No;No;Si;No;5;2;699;1401;70;8;9;3;3;9;4;1;2;3;Q3;2022
1;60;Finlandia;Si;No;No;No;No;21;2;843;1145;562;6;15;15;3;10;3;7;3;1;Q2;2022
1;40;España;No;No;Si;No;No;9;2;1338;3067;214;2;2;2;3;8;3;1;2;1;Q2;2022
1;39;Finlandia;Si;No;No;No;No;7;5;220;299;612;6;15;15;3;10;3;4;3;1;Q2;2022
1;35;Alemania;Si;No;No;No;No;10;2;1600;3000;4300;2;15;2;3;7;4;3;2;1;Q2;2022
6;38;España;No;Si;No;No;No;6;4;500;500;400;10;2;1;3;8;4;2;2;2;Q2;2022
6;60;Reino Unido;No;No;No;Si;No;7;5;239;56;416;4;3;2;3;4;4;7;2;1;Q2;2022
1;66;Paises Bajos;Si;No;No;No;No;9;4;335;500;400;8;3;2;3;8;4;1;3;1;Q2;2022
1;62;Alemania;No;No;Si;No;No;11;6;1700;2800;4000;8;6;1;3;8;4;1;4;2;Q1;2022
1;57;España;No;No;No;No;Si;7;4;250;500;795;7;25;20;4;10;4;1;2;3;Q3;2022
1;32;Alemania;No;No;No;Si;No;7;5;300;450;600;12;5;3;4;10;4;1;3;2;Q1;2022
6;62;Bélgica;No;No;No;No;Si;7;2;1528;2370;253;3;3;3;3;8;4;3;2;2;Q2;2022
6;42;Bélgica;No;No;Si;No;No;9;4;5880;9.120;651;1;20;1;3;5;3;2;3;6;Q2;2022
