Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Gastos;Horas_fuera_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Calificacion;Repetiria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Año
6;50;Noruega;No;Si;No;No;No;7;4;731;1.116;829;12;20;20;3;10;4;1;4;3;Q3;2019
6;44;Noruega;No;No;No;No;Si;7;3;4.004;6.115;659;3;10;2;5;9;3;1;4;4;Q3;2019
6;53;Noruega;No;No;No;No;Si;14;2;2.055;3.139;452;3;10;10;3;8;4;1;3;3;Q3;2019
6;40;Noruega;No;No;Si;No;No;14;2;4.004;6.115;541;3;3;3;3;4;4;4;4;2;Q3;2019
6;44;Otros;No;No;Si;No;No;7;2;959;1.465;341;4;2;2;3;9;4;4;3;2;Q3;2019
1;53;Noruega;No;Si;No;No;No;6;4;666;1.017;2.000;7;20;20;3;10;3;1;4;2;Q3;2019
6;49;España;No;Si;No;No;No;6;1;492;871;1.158;7;1;0;4;9;4;1;2;5;Q3;2019
6;42;Noruega;No;No;Si;No;No;7;4;1.000;1.527;701;8;2;2;4;9;3;1;4;2;Q3;2019
6;30;Suiza;No;Si;No;No;No;8;3;458;700;1.402;16;5;3;3;10;2;6;1;1;Q3;2019
6;50;Suiza;No;No;Si;No;No;7;4;1.412;941;2.325;12;5;5;3;8;4;1;4;5;Q3;2019
6;46;Suiza;No;Si;No;No;No;7;4;451;688;524;10;1;0;4;9;3;4;3;2;Q3;2019
6;43;Alemania;No;No;Si;No;No;14;2;1.773;2.727;870;6;7;1;3;10;4;1;2;3;Q3;2019
1;28;Alemania;No;No;Si;No;No;6;2;904;1.391;107;2;2;2;3;8;1;5;1;3;Q3;2019
6;69;Alemania;No;No;Si;No;No;5;3;353;543;605;8;5;0;3;9;3;1;2;2;Q3;2019
1;22;Alemania;No;No;Si;No;No;10;2;1.663;2.558;405;3;4;4;3;7;4;1;2;4;Q3;2019
1;38;Alemania;No;Si;No;No;No;10;2;747;1.149;245;6;4;1;4;10;4;1;2;2;Q3;2019
6;22;Alemania;No;Si;No;No;No;7;2;1.535;2.360;505;10;3;1;5;10;4;1;1;4;Q3;2019
6;22;Alemania;No;No;No;No;Si;4;2;747;1.149;155;2;2;1;3;10;4;4;1;4;Q3;2019
6;30;Alemania;No;Si;No;No;No;10;3;668;1.027;255;10;1;1;5;10;3;1;4;2;Q3;2019
1;23;Alemania;No;Si;No;No;No;6;2;353;542;255;8;2;2;4;7;4;6;1;1;Q3;2019
1;22;Alemania;No;Si;No;No;No;4;3;392;603;605;12;4;3;3;10;3;4;1;2;Q3;2019
1;45;España;No;No;Si;No;No;16;4;2.274;4.026;1.900;9;15;2;3;5;3;1;3;2;Q3;2019
1;30;España;No;Si;No;No;No;5;2;275;487;1.138;15;1;1;3;10;4;1;1;2;Q3;2019
1;49;España;No;No;Si;No;No;7;1;672;1.190;638;8;3;1;5;10;4;1;2;3;Q3;2019
6;45;España;No;Si;No;No;No;7;2;2.224;3.938;555;10;3;1;3;8;4;1;2;3;Q3;2019
1;35;España;No;Si;No;No;No;9;4;380;360;738;10;3;1;3;6;4;1;2;2;Q3;2019
1;46;España;No;No;Si;No;No;6;2;750;575;530;8;3;1;3;7;4;2;2;3;Q3;2019
6;38;España;No;Si;No;No;No;6;1;577;1.023;400;15;3;1;5;10;4;1;2;2;Q3;2019
6;25;España;No;Si;No;No;No;7;2;350;1.100;300;6;1;1;3;5;4;1;2;2;Q3;2019
1;35;España;No;No;No;No;Si;7;2;600;1.000;500;4;2;2;4;10;3;1;2;3;Q3;2019
1;46;Italia;Si;No;No;No;No;2;3;300;190;300;8;5;5;3;5;4;1;4;1;Q3;2019
1;42;Alemania;No;No;Si;No;No;7;4;1.535;2.361;825;6;2;1;3;9;3;1;4;4;Q3;2019
6;42;Alemania;No;No;Si;No;No;7;3;1.259;1.936;605;3;3;3;4;8;3;1;3;4;Q3;2019
6;38;España;No;No;Si;No;No;10;3;385;1.071;286;6;3;1;4;10;4;1;2;3;Q3;2019
6;30;España;No;Si;No;No;No;7;2;420;743;648;6;4;1;3;10;4;1;2;2;Q3;2019
6;41;España;Si;No;No;No;No;7;4;311;551;658;14;9;3;3;10;4;1;2;1;Q3;2019
1;42;España;No;Si;No;No;No;9;3;564;998;538;5;2;2;3;9;4;1;2;2;Q3;2019
1;44;España;No;No;Si;No;No;6;4;600;500;950;10;3;1;4;9;4;1;2;3;Q3;2019
1;24;España;No;Si;No;No;No;6;6;270;270;360;10;2;1;5;10;4;5;1;3;Q3;2019
6;21;España;No;Si;No;No;No;7;4;290;332;256;12;5;1;2;9;4;6;2;3;Q3;2019
1;42;España;Si;No;No;No;No;1;2;200;100;90;2;4;1;4;10;4;2;3;3;Q3;2019
6;21;España;No;No;No;Si;No;7;4;80;90;410;17;2;2;5;10;4;6;2;2;Q3;2019
1;63;España;No;Si;No;No;No;12;6;280;600;700;9;7;2;3;9;4;1;4;2;Q3;2019
1;69;Dinamarca;No;No;No;No;Si;8;2;506;772;90;5;3;3;5;10;4;7;2;2;Q3;2019
6;19;Dinamarca;No;No;No;No;Si;14;3;1.346;1.809;2.023;4;3;0;3;10;3;1;2;2;Q3;2019
6;47;Dinamarca;No;No;Si;No;No;12;2;2.018;2.691;980;4;2;1;3;10;4;1;4;4;Q3;2019
6;50;Reino Unido;No;No;No;Si;No;7;4;145;215;1.000;5;1;1;4;10;3;1;1;2;Q3;2019
1;33;Reino Unido;No;No;Si;No;No;7;4;617;337;836;4;4;4;3;10;1;1;2;3;Q3;2019
6;32;Reino Unido;No;Si;No;No;No;7;4;261;387;748;6;4;1;4;10;4;1;3;3;Q3;2019
1;26;España;No;Si;No;No;No;7;2;275;487;368;10;2;2;3;2;4;1;4;2;Q3;2019
1;35;Reino Unido;Si;No;No;No;No;4;2;259;384;238;3;2;2;5;8;4;1;2;1;Q3;2019
6;46;Reino Unido;No;No;Si;No;No;7;3;442;655;318;1;4;1;4;10;1;1;1;2;Q3;2019
1;35;Reino Unido;No;Si;No;No;No;11;4;225;404;2.120;6;11;5;5;10;4;1;2;2;Q3;2019
6;48;Reino Unido;No;No;Si;No;No;7;2;678;1.006;1.000;7;10;3;3;10;4;1;2;4;Q3;2019
1;56;Otros;No;No;Si;No;No;4;5;1.163;1.637;1.500;6;2;2;5;10;4;1;2;1;Q3;2019
1;18;Otros;Si;No;No;No;No;10;6;500;2.000;450;9;5;5;4;10;4;6;1;1;Q3;2019
1;30;Otros;No;No;No;No;Si;10;4;831;1.169;300;14;5;0;5;10;4;1;2;5;Q3;2019
1;57;Otros;No;No;No;Si;No;8;5;4.047;5.698;1.505;6;2;2;5;10;4;2;3;3;Q3;2019
6;21;Paises Bajos;No;No;No;Si;No;6;4;315;365;970;6;2;2;3;5;3;1;2;2;Q3;2019
1;49;Paises Bajos;No;No;Si;No;No;9;4;300;600;800;7;7;5;3;9;4;1;4;4;Q3;2019
6;41;Alemania;No;No;Si;No;No;10;2;1.663;2.558;1.305;22;2;1;5;10;3;1;4;4;Q3;2019
1;42;Alemania;No;No;Si;No;No;9;4;1.377;2.118;105;2;4;1;3;8;3;1;3;3;Q3;2019
1;18;Alemania;No;Si;No;No;No;11;2;100;950;193;2;2;2;4;10;4;1;1;2;Q3;2019
6;39;Bélgica;No;No;Si;No;No;11;2;1.064;2.799;157;2;1;0;4;10;4;2;4;4;Q3;2019
6;17;Alemania;No;No;No;No;Si;12;3;1.476;2.270;505;1;4;1;3;10;4;2;3;4;Q3;2019
6;33;Alemania;No;Si;No;No;No;10;1;1.093;1.682;505;8;6;2;3;10;4;3;4;2;Q3;2019
1;43;Alemania;No;No;Si;No;No;14;4;857;1.318;1.105;2;4;3;3;10;4;1;3;4;Q3;2019
6;48;Alemania;No;Si;No;No;No;10;2;747;1.149;1.105;5;4;1;3;10;4;1;2;2;Q3;2019
6;40;Alemania;No;No;Si;No;No;12;2;1.614;2.482;805;8;4;1;3;10;3;2;2;4;Q3;2019
1;42;Reino Unido;No;Si;No;No;No;7;3;904;1.341;1.200;4;5;1;2;5;1;1;3;5;Q3;2019
1;17;Reino Unido;No;No;No;No;Si;10;4;449;505;225;7;9;9;3;10;4;1;2;2;Q3;2019
6;18;Reino Unido;No;No;Si;No;No;7;3;1.301;1.930;968;9;2;1;3;5;1;1;1;5;Q3;2019
6;38;Reino Unido;No;No;Si;No;No;14;4;904;1.341;1.100;11;2;2;4;10;4;1;4;4;Q3;2019
6;47;Reino Unido;No;No;No;No;Si;11;4;1.120;1.661;3.037;8;3;3;5;9;4;10;2;4;Q3;2019
1;65;Reino Unido;No;Si;No;No;No;11;2;397;588;458;16;15;0;3;5;1;7;4;2;Q3;2019
6;60;Reino Unido;No;Si;No;No;No;7;2;379;561;838;5;2;0;3;8;4;1;2;2;Q3;2019
6;47;Reino Unido;No;No;Si;No;No;14;3;849;1.259;988;8;12;2;5;10;4;1;2;3;Q3;2019
1;50;Reino Unido;No;No;No;Si;No;14;2;1.030;1.527;1.325;5;20;20;3;10;1;2;4;4;Q3;2019
1;71;Reino Unido;No;Si;No;No;No;14;5;674;898;1.070;12;21;20;3;10;1;7;1;2;Q3;2019
6;46;Reino Unido;No;No;Si;No;No;7;5;2.431;3.606;338;1;1;0;3;10;1;1;2;5;Q3;2019
6;44;Alemania;No;No;Si;No;No;7;2;802;1.233;705;4;10;2;3;7;3;1;4;5;Q3;2019
6;19;Alemania;No;No;No;No;Si;7;2;826;1.270;305;2;2;0;5;10;4;6;3;5;Q3;2019
1;33;Alemania;No;Si;No;No;No;8;2;433;667;100;5;2;1;4;10;4;2;4;2;Q3;2019
1;45;Alemania;No;No;Si;No;No;7;4;747;1.149;510;8;1;1;3;4;3;1;2;3;Q3;2019
6;63;Alemania;No;Si;No;No;No;9;2;1.497;2.303;50;8;7;5;4;10;4;4;4;2;Q3;2019
1;17;Alemania;No;No;No;No;Si;11;2;1.141;1.755;455;8;3;1;3;8;3;6;4;3;Q3;2019
1;48;Alemania;No;No;Si;No;No;7;1;900;1.600;170;1;6;6;5;10;4;1;2;3;Q3;2019
6;16;Reino Unido;No;No;No;No;Si;7;2;1.123;1.684;10;9;2;0;3;7;3;7;4;2;Q3;2019
6;58;Reino Unido;No;Si;No;No;No;14;2;1.436;2.131;695;3;5;0;3;10;4;1;2;2;Q3;2019
6;42;Reino Unido;No;Si;No;No;No;7;2;668;991;896;2;1;1;2;3;3;1;1;3;Q3;2019
6;61;Reino Unido;No;Si;No;No;No;14;4;306;454;528;4;7;7;3;10;1;7;1;2;Q3;2019
1;39;Reino Unido;No;No;No;No;Si;10;3;791;1.173;100;4;3;0;3;10;3;1;1;3;Q3;2019
6;42;Reino Unido;No;No;No;No;Si;10;4;1.175;1.744;557;6;3;3;3;9;1;2;2;5;Q3;2019
6;54;Paises Bajos;No;No;Si;No;No;14;2;2.008;2.322;1.170;6;4;1;3;9;4;1;3;3;Q3;2019
6;22;Reino Unido;No;No;No;No;Si;7;2;393;842;150;2;3;2;5;10;1;1;2;4;Q3;2019
6;45;Reino Unido;No;No;Si;No;No;10;4;1.301;1.930;695;12;3;2;4;10;4;7;2;3;Q3;2019
6;46;Reino Unido;No;No;Si;No;No;7;1;1.617;2.399;394;2;3;3;4;8;4;1;4;4;Q3;2019
1;30;España;No;No;No;Si;No;6;3;200;300;130;10;4;1;4;5;3;2;1;3;Q3;2019
6;22;España;No;Si;No;No;No;4;3;167;296;353;7;4;1;4;8;3;2;2;2;Q3;2019
1;35;España;No;Si;No;No;No;10;2;250;1.650;920;8;2;1;3;10;4;1;3;2;Q3;2019
6;38;Alemania;No;No;Si;No;No;9;1;1.614;2.482;355;6;7;1;4;8;4;1;4;2;Q3;2019
1;34;Alemania;No;No;No;No;Si;14;5;490;1.500;460;8;12;10;3;8;4;1;3;2;Q3;2019
6;38;Dinamarca;No;No;Si;No;No;7;2;1.914;2.923;654;1;2;2;3;9;4;1;3;5;Q3;2019
1;21;Dinamarca;No;No;No;No;Si;7;2;1.328;2.029;1.341;11;1;0;3;7;4;6;1;3;Q3;2019
6;83;Alemania;No;Si;No;No;No;30;3;700;800;660;8;10;10;5;10;3;1;3;2;Q3;2019
1;25;Dinamarca;No;Si;No;No;No;14;4;719;1.098;944;10;5;0;3;10;4;1;4;2;Q3;2019
6;53;Suiza;No;No;Si;No;No;7;4;663;1.012;949;15;11;11;3;10;3;1;3;4;Q3;2019
6;18;Noruega;Si;No;No;No;No;7;3;512;783;241;4;1;1;4;8;3;1;1;1;Q3;2019
6;24;Noruega;No;No;No;Si;No;7;4;594;907;671;14;3;2;3;7;4;1;4;3;Q3;2019
6;49;Noruega;No;No;Si;No;No;8;2;1.568;2.395;659;4;7;6;3;9;4;1;3;4;Q3;2019
1;45;Alemania;No;No;Si;No;No;10;3;1.458;2.242;484;4;3;1;3;8;4;4;3;4;Q3;2019
1;22;Alemania;No;Si;No;No;No;8;2;983;1.512;655;6;2;1;4;10;4;1;2;2;Q3;2019
6;53;Alemania;No;No;Si;No;No;9;2;826;1.270;505;8;4;1;3;10;3;4;4;1;Q3;2019
1;44;Alemania;No;Si;No;No;No;10;2;747;1.149;105;0;2;1;2;0;4;1;4;2;Q3;2019
1;34;Alemania;No;No;Si;No;No;10;2;1.535;2.361;305;2;2;2;4;7;4;1;3;4;Q3;2019
6;23;Suecia;No;Si;No;No;No;8;4;354;452;600;14;3;0;3;10;3;1;4;2;Q3;2019
1;60;Italia;Si;No;No;No;No;14;3;600;1.200;900;16;3;2;3;6;3;2;2;1;Q3;2019
1;63;Alemania;No;Si;No;No;No;10;2;680;1.045;491;4;4;1;3;7;3;7;4;2;Q3;2019
6;42;Bélgica;No;No;Si;No;No;8;1;1.891;4.972;537;5;5;2;3;7;4;3;4;4;Q3;2019
6;56;Alemania;Si;No;No;No;No;18;2;896;1.379;725;2;2;1;5;10;3;1;2;1;Q3;2019
6;26;Bélgica;No;No;Si;No;No;7;3;568;1.494;337;8;2;1;3;5;3;1;3;3;Q3;2019
1;26;Bélgica;No;Si;No;No;No;8;3;513;1.350;407;2;20;20;3;10;3;1;3;2;Q3;2019
6;25;Bélgica;No;Si;No;No;No;7;3;403;1.060;377;2;3;1;4;9;4;1;1;2;Q3;2019
6;50;Bélgica;No;Si;No;No;No;7;1;706;1.857;1.147;3;7;7;3;7;3;3;2;3;Q3;2019
6;33;Bélgica;No;No;Si;No;No;7;1;844;2.219;937;5;6;1;3;9;4;1;3;2;Q3;2019
6;37;Alemania;No;No;Si;No;No;10;2;1.141;1.755;206;1;2;1;3;9;3;1;4;3;Q3;2019
1;42;Alemania;No;No;Si;No;No;16;2;1.220;1.876;905;6;4;4;3;10;4;2;4;3;Q3;2019
6;39;Reino Unido;No;No;Si;No;No;14;2;668;991;1.588;4;8;8;3;10;4;1;4;4;Q3;2019
6;29;Reino Unido;No;Si;No;No;No;7;4;543;805;880;1;2;2;3;8;4;1;4;2;Q3;2019
1;42;Reino Unido;No;No;No;No;Si;14;1;1.663;2.466;2.368;2;3;0;4;9;4;2;4;3;Q3;2019
6;45;Alemania;No;No;Si;No;No;16;6;700;650;470;12;4;4;5;10;4;1;3;2;Q3;2019
6;49;Reino Unido;No;No;Si;No;No;7;1;1.266;1.878;1.115;5;3;0;5;5;4;1;3;3;Q3;2019
6;60;Reino Unido;No;Si;No;No;No;10;2;1.527;2.265;838;7;10;10;5;10;4;1;2;2;Q3;2019
6;19;Reino Unido;No;Si;No;No;No;7;3;370;200;310;6;3;3;5;10;4;6;3;4;Q3;2019
1;61;Reino Unido;Si;No;No;No;No;7;4;181;269;538;15;4;2;4;9;3;7;3;1;Q3;2019
1;43;Reino Unido;No;No;No;No;Si;14;2;2.713;4.024;1.200;2;2;2;3;10;3;1;3;3;Q3;2019
6;46;Reino Unido;No;No;Si;No;No;14;2;1.301;1.930;3.138;1;3;3;3;5;4;1;3;4;Q3;2019
1;54;Alemania;No;Si;No;No;No;13;4;983;1.512;955;6;2;2;3;8;4;4;4;4;Q3;2019
6;18;Noruega;No;No;No;No;Si;6;4;1.231;380;700;10;10;10;3;10;3;1;4;2;Q3;2019
1;46;Noruega;No;No;No;Si;No;13;6;1.334;1.436;1.036;10;13;11;4;10;4;1;3;2;Q3;2019
6;48;Noruega;No;No;Si;No;No;10;6;821;492;1.990;5;6;3;4;10;4;1;4;4;Q3;2019
1;50;Noruega;No;No;Si;No;No;14;1;3.078;5.130;3.108;6;10;10;3;10;4;4;4;4;Q3;2019
6;41;Suiza;No;Si;No;No;No;10;2;1.882;1.882;95;12;7;2;3;9;4;1;4;2;Q3;2019
6;56;Alemania;No;No;No;Si;No;14;2;1.850;2.845;505;4;4;1;4;8;3;1;3;5;Q3;2019
1;51;Noruega;No;No;Si;No;No;11;4;2.873;903;3.295;2;3;2;3;5;4;1;4;4;Q3;2019
6;20;Noruega;No;No;No;Si;No;21;4;205;1.026;2.155;6;6;6;3;10;3;1;4;2;Q3;2019
6;44;Otros;No;No;Si;No;No;7;2;850;907;507;10;2;2;5;10;3;1;1;2;Q3;2019
6;42;Otros;No;No;No;No;Si;7;5;172;1.718;785;7;2;1;4;8;4;2;1;2;Q3;2019
1;36;Reino Unido;No;Si;No;No;No;7;2;532;789;1.138;6;10;1;4;8;1;1;3;5;Q3;2019
6;45;Alemania;No;No;Si;No;No;10;5;1.452;2.233;400;12;12;12;4;10;4;1;2;3;Q3;2019
1;28;Otros;No;Si;No;No;No;7;5;1.149;1.618;654;14;1;0;3;5;3;11;1;2;Q3;2019
1;34;Otros;No;Si;No;No;No;10;2;869;1.223;714;5;1;1;4;7;4;1;4;2;Q3;2019
1;52;Otros;No;No;No;No;Si;11;2;1.843;2.595;484;4;2;1;3;10;3;3;2;4;Q3;2019
1;42;Otros;No;No;Si;No;No;11;2;933;1.313;1.254;10;3;1;4;8;4;1;3;3;Q3;2019
6;28;Otros;No;Si;No;No;No;7;5;479;674;489;10;2;1;3;10;3;1;1;1;Q3;2019
6;44;Otros;No;No;Si;No;No;12;2;1.140;1.605;754;8;2;1;3;10;4;2;1;3;Q3;2019
6;52;Alemania;No;Si;No;No;No;8;2;451;694;445;7;6;4;4;10;3;1;2;1;Q3;2019
6;16;Alemania;No;No;No;No;Si;7;2;630;970;200;5;3;3;3;8;4;1;4;4;Q3;2019
1;49;Alemania;No;Si;No;No;No;13;2;892;1.372;205;4;2;2;4;10;3;1;3;4;Q3;2019
6;28;Alemania;No;Si;No;No;No;7;3;183;282;225;6;3;2;5;10;4;1;4;4;Q3;2019
1;46;Alemania;No;No;Si;No;No;7;4;1.049;1.614;705;6;4;0;5;10;3;1;2;4;Q3;2019
1;39;España;No;No;Si;No;No;7;1;1.083;1.917;400;4;3;1;3;6;4;1;3;4;Q3;2019
1;39;España;No;No;Si;No;No;7;1;853;1.510;388;3;3;1;4;10;3;1;1;3;Q3;2019
1;49;España;No;No;Si;No;No;6;4;181;321;638;13;18;15;4;7;4;5;3;1;Q3;2019
6;38;España;No;Si;No;No;No;7;3;225;398;288;2;9;7;3;10;4;1;2;1;Q3;2019
1;35;España;Si;No;No;No;No;4;4;140;300;334;12;2;1;4;10;4;1;2;1;Q3;2019
1;20;Irlanda;No;Si;No;No;No;6;5;307;441;94;20;7;1;5;10;1;1;2;3;Q3;2019
6;49;Irlanda;No;No;No;No;Si;10;2;600;1.600;400;2;2;2;4;10;4;1;3;4;Q3;2019
6;42;Irlanda;No;Si;No;No;No;14;1;1.332;1.915;252;2;7;0;4;10;4;1;4;2;Q3;2019
1;40;Irlanda;No;No;Si;No;No;7;2;1.231;1.769;200;3;2;0;3;6;4;4;3;3;Q3;2019
6;17;Irlanda;No;No;No;No;Si;10;4;1.210;700;1.354;7;3;3;3;10;3;6;1;5;Q3;2019
6;48;Irlanda;No;No;Si;No;No;10;4;600;750;500;4;20;20;3;8;4;1;3;2;Q3;2019
1;47;Irlanda;No;No;Si;No;No;10;4;963;1.385;1.552;6;3;2;3;8;4;2;3;5;Q3;2019
1;55;Alemania;No;Si;No;No;No;10;1;432;664;505;6;5;2;4;9;3;1;2;2;Q3;2019
6;29;Italia;No;Si;No;No;No;14;4;250;700;1.400;12;1;1;3;10;4;1;1;4;Q3;2019
6;36;Francia;No;Si;No;No;No;7;2;550;1.400;400;8;3;1;3;5;3;1;2;2;Q3;2019
6;50;España;No;No;Si;No;No;7;4;690;700;1.000;10;1;1;3;8;4;1;2;4;Q3;2019
6;48;España;No;No;Si;No;No;8;2;600;2.300;300;6;5;2;4;6;4;1;4;4;Q3;2019
6;32;Alemania;No;No;Si;No;No;10;1;1.220;1.876;605;7;3;1;3;8;4;1;4;3;Q3;2019
1;26;España;No;Si;No;No;No;6;4;248;252;335;8;2;2;4;10;4;1;1;3;Q3;2019
1;43;España;No;No;Si;No;No;7;6;600;500;200;10;1;0;3;10;3;1;1;4;Q3;2019
1;26;Italia;No;Si;No;No;No;3;1;1.100;2.300;500;14;1;1;3;7;3;4;1;3;Q3;2019
1;42;Alemania;No;No;Si;No;No;10;3;1.259;1.936;295;6;3;1;3;7;4;1;4;2;Q3;2019
1;24;España;No;Si;No;No;No;6;4;225;430;250;6;2;2;4;9;4;6;1;4;Q3;2019
1;34;España;No;Si;No;No;No;7;2;250;800;200;3;2;2;5;9;4;1;2;2;Q3;2019
6;48;España;No;No;Si;No;No;8;4;600;400;1.400;10;4;2;5;10;3;1;3;4;Q3;2019
6;62;Alemania;No;Si;No;No;No;7;2;944;1.452;405;8;2;1;3;10;4;1;4;2;Q3;2019
1;57;Francia;Si;No;No;No;No;8;4;180;200;385;10;8;8;4;10;3;1;2;2;Q3;2019
6;29;España;Si;No;No;No;No;5;2;80;500;220;10;5;5;4;10;4;1;2;3;Q3;2019
1;55;España;Si;No;No;No;No;3;2;400;500;358;15;10;5;3;9;3;1;2;3;Q3;2019
6;45;Paises Bajos;No;No;Si;No;No;7;4;663;767;1.970;7;4;2;3;9;4;1;1;3;Q3;2019
6;44;Noruega;No;No;Si;No;No;16;2;650;1.500;2.000;8;15;15;3;10;4;1;2;3;Q3;2019
6;23;Paises Bajos;No;No;No;Si;No;11;2;2.518;2.912;970;15;2;2;3;9;4;1;1;4;Q3;2019
6;21;Paises Bajos;No;Si;No;No;No;11;4;477;552;990;8;1;0;3;7;4;6;2;2;Q3;2019
1;21;Paises Bajos;No;Si;No;No;No;11;2;1.312;1.517;370;3;5;0;3;7;4;1;4;2;Q3;2019
6;24;Reino Unido;No;Si;No;No;No;7;2;623;924;1.253;6;5;1;3;9;4;1;2;2;Q3;2019
6;20;Paises Bajos;No;Si;No;No;No;7;3;785;908;370;2;5;2;5;10;3;6;1;2;Q3;2019
1;35;Paises Bajos;No;No;Si;No;No;8;1;1.544;1.786;470;0;3;0;4;7;4;1;4;3;Q3;2019
6;48;Alemania;No;No;Si;No;No;16;4;985;1.515;2.260;12;5;5;4;10;4;1;2;4;Q3;2019
1;28;Paises Bajos;No;No;No;No;Si;7;4;280;300;200;8;4;1;3;10;4;1;3;2;Q3;2019
6;24;Alemania;No;Si;No;No;No;14;2;1.338;2.058;565;4;2;1;4;10;4;1;2;2;Q3;2019
6;23;Otros;No;Si;No;No;No;10;2;1.121;1.579;1.500;4;2;2;4;3;4;1;1;2;Q3;2019
1;37;Otros;No;Si;No;No;No;7;5;800;1.000;200;6;2;1;5;10;4;6;2;3;Q3;2019
1;33;Alemania;No;Si;No;No;No;8;2;826;1.270;1.105;2;6;4;5;8;4;1;4;2;Q3;2019
6;40;Dinamarca;No;No;Si;No;No;11;3;1.884;1.884;465;2;3;2;4;10;4;1;4;4;Q3;2019
1;44;España;No;No;No;Si;No;5;4;500;535;725;12;7;5;3;7;4;1;4;4;Q3;2019
6;34;Paises Bajos;No;Si;No;No;No;8;3;1.000;670;1.200;10;2;2;3;9;3;1;2;3;Q3;2019
6;47;Suiza;No;Si;No;No;No;7;4;335;512;575;15;11;11;3;10;3;1;3;3;Q3;2019
6;47;Suiza;Si;No;No;No;No;7;2;565;706;511;10;2;0;2;2;4;1;3;1;Q3;2019
1;30;Suiza;No;Si;No;No;No;8;6;376;376;759;15;1;1;3;8;4;4;4;4;Q3;2019
1;47;Suiza;No;No;Si;No;No;7;3;540;825;1.341;12;1;0;3;7;3;1;2;3;Q3;2019
6;20;Alemania;No;Si;No;No;No;7;2;589;906;285;1;2;1;4;9;3;1;1;4;Q3;2019
1;52;Alemania;No;No;Si;No;No;10;1;1.576;2.424;1.000;4;2;2;3;8;4;3;3;3;Q3;2019
1;50;Alemania;No;No;Si;No;No;7;1;1.500;2.200;400;4;15;1;3;8;4;1;4;3;Q3;2019
1;59;Alemania;No;Si;No;No;No;7;2;668;1.027;601;6;4;1;4;7;2;1;3;2;Q3;2019
6;28;Francia;No;Si;No;No;No;10;2;347;749;504;10;2;2;3;10;4;1;2;2;Q3;2019
1;21;Alemania;No;Si;No;No;No;7;3;510;785;205;6;2;2;4;10;3;1;1;4;Q3;2019
6;53;Alemania;No;No;Si;No;No;11;4;1.535;2.361;760;7;1;1;3;8;4;1;2;5;Q3;2019
6;24;Italia;No;Si;No;No;No;7;4;280;500;600;12;2;0;4;8;4;6;4;3;Q3;2019
1;49;Otros;No;Si;No;No;No;7;4;400;490;610;12;2;1;3;7;3;3;4;5;Q3;2019
1;29;Italia;No;Si;No;No;No;7;4;140;600;500;10;1;0;3;9;4;6;2;2;Q3;2019
1;31;Italia;No;No;No;No;Si;4;2;360;740;500;12;1;1;3;6;4;2;3;3;Q3;2019
1;46;Italia;No;Si;No;No;No;6;4;350;500;450;8;2;1;4;7;4;2;1;4;Q3;2019
1;29;Italia;No;No;Si;No;No;6;4;575;560;200;12;1;0;3;7;3;1;1;2;Q3;2019
1;55;Italia;No;Si;No;No;No;14;2;540;3.000;145;10;15;5;3;10;4;1;4;2;Q3;2019
6;51;Italia;No;Si;No;No;No;8;6;160;200;232;10;1;1;3;10;4;3;1;1;Q3;2019
6;45;Otros;No;No;Si;No;No;7;2;1.832;2.579;1.154;10;2;2;4;10;3;1;3;4;Q3;2019
1;51;Otros;No;No;Si;No;No;14;5;850;1.196;962;5;3;3;4;10;2;4;2;3;Q3;2019
1;49;Paises Bajos;No;No;No;No;Si;14;5;900;2.500;1.120;6;4;1;3;2;4;1;2;3;Q3;2019
6;69;Paises Bajos;No;Si;No;No;No;11;3;941;1.089;671;5;10;10;4;8;4;6;3;4;Q3;2019
6;38;Paises Bajos;No;No;Si;No;No;15;3;1.855;2.145;400;4;10;10;3;8;4;1;4;4;Q3;2019
6;19;Paises Bajos;No;No;No;Si;No;7;3;178;206;520;5;5;5;3;8;3;1;2;1;Q3;2019
6;20;Paises Bajos;No;Si;No;No;No;15;5;1.080;1.249;2.370;9;4;4;3;8;3;1;2;4;Q3;2019
1;48;Paises Bajos;No;No;Si;No;No;7;2;1.683;1.947;970;7;20;20;3;10;3;4;3;5;Q3;2019
6;34;Paises Bajos;No;No;No;Si;No;8;3;199;230;370;6;1;1;3;7;3;1;3;2;Q3;2019
6;48;Reino Unido;Si;No;No;No;No;9;4;236;350;573;5;2;2;3;8;4;2;2;3;Q3;2019
1;53;Reino Unido;No;Si;No;No;No;9;4;337;898;600;4;2;2;4;10;2;7;2;2;Q3;2019
6;47;Reino Unido;No;No;Si;No;No;10;5;125;186;338;6;1;1;4;10;1;1;2;2;Q3;2019
1;25;Reino Unido;No;No;No;Si;No;10;3;623;924;413;2;3;1;3;7;4;1;2;2;Q3;2019
1;54;Reino Unido;No;Si;No;No;No;14;3;5.370;7.965;318;4;9;5;3;8;4;1;2;2;Q3;2019
