Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Gastos;Horas_fuera_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Calificacion;Repetiria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Año
1;39;Reino Unido;No;Si;No;No;No;21;3;616;1.650;2.500;8;12;2;5;10;4;1;2;3;Q4;2019
6;50;Reino Unido;No;No;No;No;Si;7;2;224;1.120;400;1;6;1;3;10;1;2;3;2;Q4;2019
6;56;Reino Unido;No;Si;No;No;No;7;4;243;393;544;6;8;2;4;10;4;1;3;5;Q4;2019
6;52;Reino Unido;No;No;No;Si;No;4;4;224;672;1.159;10;9;5;3;10;4;1;2;2;Q4;2019
6;41;Alemania;No;No;Si;No;No;10;4;1.000;2.000;1.000;8;3;3;3;10;4;1;2;2;Q4;2019
1;39;Suecia;No;No;Si;No;No;8;2;2.528;3.192;248;1;10;8;3;9;3;4;4;4;Q4;2019
1;63;Francia;No;Si;No;No;No;21;6;300;1.323;1.500;16;25;25;3;10;4;7;3;2;Q4;2019
6;28;Bélgica;Si;No;No;No;No;5;6;250;50;200;14;17;6;3;10;4;1;1;3;Q4;2019
6;60;Alemania;No;No;No;Si;No;7;1;1.044;1.834;622;8;22;20;3;10;3;1;1;3;Q4;2019
6;40;España;No;No;Si;No;No;14;1;1.366;2.034;400;3;4;2;3;10;4;1;2;3;Q4;2019
1;55;Suecia;No;No;Si;No;No;8;1;5.000;6.000;1.000;3;2;0;3;8;4;4;4;4;Q4;2019
1;47;Otros;No;Si;No;No;No;7;3;400;720;600;4;2;1;3;10;4;3;2;2;Q4;2019
1;31;Otros;No;Si;No;No;No;7;6;181;120;630;14;1;0;3;9;4;1;2;2;Q4;2019
1;50;Otros;No;No;No;Si;No;7;2;300;1.000;100;5;5;1;3;10;4;1;4;3;Q4;2019
1;43;Otros;No;Si;No;No;No;14;6;400;500;1.000;6;2;2;5;10;3;2;1;5;Q4;2019
1;32;Otros;Si;No;No;No;No;7;4;122;212;150;5;2;1;3;7;4;1;1;1;Q4;2019
6;40;Otros;No;Si;No;No;No;7;2;524;842;550;12;4;3;3;9;3;1;2;2;Q4;2019
1;53;Bélgica;No;Si;No;No;No;7;2;695;2.183;372;6;14;12;3;10;3;1;3;2;Q4;2019
1;28;Otros;No;Si;No;No;No;7;2;515;828;550;3;1;1;3;8;4;1;2;2;Q4;2019
1;33;Otros;No;Si;No;No;No;7;1;683;1.097;430;6;2;1;4;10;4;1;3;2;Q4;2019
6;20;Paises Bajos;No;No;No;No;Si;8;3;599;882;719;4;3;3;2;7;3;1;1;5;Q4;2019
1;67;Paises Bajos;No;Si;No;No;No;7;4;607;893;395;10;6;2;3;8;4;7;1;2;Q4;2019
6;63;Paises Bajos;No;Si;No;No;No;9;2;1.367;2.014;244;3;3;3;3;8;3;1;2;2;Q4;2019
1;58;Paises Bajos;No;Si;No;No;No;7;2;619;912;149;3;24;9;3;10;3;1;2;2;Q4;2019
6;46;Dinamarca;No;Si;No;No;No;9;4;1.348;1.079;1.348;15;21;20;5;10;4;4;4;2;Q4;2019
6;68;Paises Bajos;No;Si;No;No;No;14;4;437;644;944;8;2;0;3;7;3;11;1;2;Q4;2019
1;27;Paises Bajos;No;No;No;No;Si;8;3;437;644;169;0;2;1;4;5;3;1;1;1;Q4;2019
1;45;Alemania;Si;No;No;No;No;14;6;295;250;400;5;4;4;3;10;4;1;3;1;Q4;2019
6;40;Alemania;No;Si;No;No;No;11;4;1.457;2.800;60;5;4;3;3;10;3;2;2;2;Q4;2019
1;52;España;No;No;Si;No;No;3;2;400;300;250;12;2;2;2;5;4;2;2;4;Q4;2019
6;55;España;No;No;No;No;Si;7;3;563;837;370;6;3;0;4;10;4;2;3;2;Q4;2019
6;56;España;No;Si;No;No;No;8;6;200;520;935;12;2;2;3;8;4;1;3;2;Q4;2019
6;40;España;No;Si;No;No;No;10;2;300;1.100;380;6;7;3;3;8;4;1;2;3;Q4;2019
1;53;Dinamarca;No;No;Si;No;No;9;2;1.753;1.079;404;3;10;10;5;10;4;1;3;3;Q4;2019
6;37;España;No;Si;No;No;No;6;4;191;284;750;12;6;1;3;10;3;2;1;3;Q4;2019
6;34;España;No;No;No;Si;No;7;6;75;270;470;10;2;2;3;8;4;1;2;2;Q4;2019
6;54;España;No;Si;No;No;No;7;2;200;1.000;700;4;12;4;3;10;3;3;2;2;Q4;2019
1;36;España;No;No;Si;No;No;6;3;300;700;70;0;5;3;4;8;4;1;2;4;Q4;2019
6;40;España;No;Si;No;No;No;6;6;130;300;300;10;3;1;3;6;4;1;2;2;Q4;2019
6;33;Dinamarca;No;No;Si;No;No;7;4;6.742;2.697;1.928;2;3;2;3;2;4;1;4;4;Q4;2019
1;40;España;Si;No;No;No;No;7;4;99;900;500;14;14;14;5;10;4;1;3;1;Q4;2019
6;36;Otros;No;No;Si;No;No;10;4;600;200;1.660;18;1;1;5;10;4;4;2;2;Q4;2019
1;44;España;Si;No;No;No;No;5;4;201;299;500;16;1;0;3;6;3;2;1;1;Q4;2019
1;64;Noruega;No;No;No;Si;No;8;4;746;643;909;10;9;8;3;8;4;1;4;4;Q4;2019
6;61;Noruega;No;No;No;Si;No;8;4;746;643;909;6;6;6;3;8;3;1;4;4;Q4;2019
6;67;Noruega;No;No;No;Si;No;7;3;298;256;3.000;10;5;5;4;9;4;7;3;2;Q4;2019
6;48;Dinamarca;No;Si;No;No;No;9;2;4.315;1.025;2.103;4;10;10;3;10;4;1;3;3;Q4;2019
6;74;Noruega;No;Si;No;No;No;14;4;1.071;923;723;8;8;5;3;10;2;7;3;4;Q4;2019
1;60;Noruega;Si;No;No;No;No;14;4;677;583;983;8;25;22;3;10;3;7;2;1;Q4;2019
6;68;Noruega;No;Si;No;No;No;20;4;758;653;590;7;20;19;3;10;3;7;4;2;Q4;2019
1;68;Noruega;No;No;Si;No;No;7;3;1.137;979;197;5;6;6;3;7;4;7;2;2;Q4;2019
6;54;Noruega;No;Si;No;No;No;7;4;812;700;1.465;12;15;15;3;10;3;4;3;2;Q4;2019
6;60;Noruega;No;No;No;No;Si;14;4;1.950;1.679;520;12;9;8;3;10;4;1;2;1;Q4;2019
1;72;Noruega;No;Si;No;No;No;15;4;1.450;1.249;623;10;8;3;3;10;3;7;3;2;Q4;2019
6;62;Noruega;No;Si;No;No;No;14;4;1.017;876;1.323;5;14;14;3;8;4;7;3;2;Q4;2019
6;63;Noruega;No;Si;No;No;No;7;4;990;853;516;4;5;4;4;10;3;7;4;2;Q4;2019
1;66;Suiza;No;Si;No;No;No;7;4;963;829;423;6;20;20;3;8;2;7;1;1;Q4;2019
6;55;Suiza;No;No;Si;No;No;14;4;788;679;355;6;2;1;3;2;4;7;2;2;Q4;2019
1;70;Suiza;No;Si;No;No;No;7;4;537;462;216;6;15;10;3;10;2;7;2;2;Q4;2019
1;59;Suiza;No;Si;No;No;No;7;3;939;808;914;4;8;8;3;10;4;7;3;2;Q4;2019
1;57;Suiza;No;Si;No;No;No;8;4;1.341;1.155;303;12;3;2;3;10;3;4;2;3;Q4;2019
1;40;Suiza;No;No;Si;No;No;7;1;2.009;1.730;220;6;1;1;3;10;3;3;4;4;Q4;2019
1;46;Suiza;No;No;Si;No;No;7;3;838;722;309;2;4;2;3;10;3;1;3;4;Q4;2019
1;46;Suiza;No;Si;No;No;No;6;3;85;73;1.988;7;9;1;5;7;4;1;3;5;Q4;2019
6;36;Reino Unido;No;Si;No;No;No;7;3;450;728;100;0;6;1;5;10;4;1;1;2;Q4;2019
6;46;Reino Unido;No;Si;No;No;No;7;4;329;531;881;8;1;1;4;8;4;1;3;3;Q4;2019
1;42;Suiza;No;No;Si;No;No;2;2;1.743;1.501;143;2;1;0;3;10;3;4;3;4;Q4;2019
6;51;Suiza;No;Si;No;No;No;7;1;537;462;323;2;8;3;3;8;4;6;4;2;Q4;2019
1;55;Suiza;No;Si;No;No;No;7;2;1.140;981;262;8;7;7;3;10;3;3;3;2;Q4;2019
1;21;Dinamarca;No;No;No;Si;No;7;4;2.697;2.157;404;10;2;2;3;10;4;1;3;2;Q4;2019
1;63;Suiza;No;Si;No;No;No;14;4;688;592;773;4;7;7;3;10;2;7;3;2;Q4;2019
1;35;Suiza;No;No;Si;No;No;6;4;1.391;1.198;309;1;1;1;2;8;4;1;4;4;Q4;2019
6;67;Suiza;No;Si;No;No;No;14;4;1.994;1.717;123;10;10;4;3;7;4;7;2;2;Q4;2019
1;45;Suecia;No;Si;No;No;No;8;3;299;378;748;7;5;5;4;9;3;1;3;2;Q4;2019
1;60;Suecia;Si;No;No;No;No;14;2;907;1.145;406;6;14;1;5;10;3;1;4;1;Q4;2019
6;21;Suecia;No;No;No;No;Si;10;2;917;917;454;1;10;10;3;10;4;6;4;3;Q4;2019
6;34;Suecia;No;Si;No;No;No;8;2;1.054;1.330;654;6;2;2;3;7;3;1;3;1;Q4;2019
1;39;Suecia;No;Si;No;No;No;10;1;1.150;1.452;748;2;2;1;3;10;3;1;4;2;Q4;2019
1;51;Suecia;No;Si;No;No;No;6;4;542;685;388;2;2;2;3;10;3;1;4;3;Q4;2019
1;83;Alemania;No;Si;No;No;No;10;4;1.200;1.100;1.000;10;20;20;3;10;4;7;3;2;Q4;2019
6;40;Francia;No;No;Si;No;No;7;2;620;989;178;1;2;1;3;9;4;1;3;3;Q4;2019
6;47;Alemania;No;Si;No;No;No;7;1;373;655;322;6;2;2;5;10;4;1;2;2;Q4;2019
6;59;Alemania;No;Si;No;No;No;14;2;826;1.452;1.122;0;1;1;5;10;4;1;2;2;Q4;2019
1;40;España;No;No;Si;No;No;6;2;643;957;300;6;6;3;3;9;4;3;4;3;Q4;2019
1;36;Irlanda;No;No;No;No;Si;4;4;1.514;4.036;3.900;9;1;1;5;10;4;1;4;2;Q4;2019
6;43;Alemania;No;No;Si;No;No;9;2;1.189;2.089;1.222;8;2;2;4;10;3;1;3;3;Q4;2019
1;62;Alemania;Si;No;No;No;No;8;4;363;637;350;10;2;2;4;10;4;4;4;2;Q4;2019
6;16;Alemania;No;No;No;No;Si;11;3;2.352;4.130;452;4;4;4;3;10;4;1;4;6;Q4;2019
1;60;Alemania;No;No;No;Si;No;6;1;907;1.593;500;12;25;20;3;8;2;1;1;1;Q4;2019
1;49;Alemania;No;No;Si;No;No;11;2;2.677;4.701;1.122;3;5;4;3;8;4;1;3;4;Q4;2019
6;46;Alemania;No;No;Si;No;No;7;4;645;1.133;292;1;2;2;4;10;4;1;4;3;Q4;2019
6;19;Alemania;No;No;No;No;Si;7;2;790;1.388;522;3;2;1;3;10;3;1;2;2;Q4;2019
6;50;Alemania;No;Si;No;No;No;13;1;1.044;1.834;2.288;7;10;10;3;0;4;1;3;2;Q4;2019
6;51;Alemania;No;No;Si;No;No;10;2;1.814;3.186;667;2;12;2;4;8;4;1;2;2;Q4;2019
6;16;Alemania;No;No;No;No;Si;7;2;500;878;142;8;2;0;4;6;4;1;3;1;Q4;2019
6;62;Alemania;No;No;No;Si;No;13;3;464;815;400;7;2;2;3;9;4;1;3;2;Q4;2019
1;67;Alemania;No;Si;No;No;No;14;2;1.262;2.216;497;2;6;1;3;10;4;7;4;2;Q4;2019
1;52;Alemania;No;Si;No;No;No;10;2;472;828;300;8;10;4;3;10;3;2;4;3;Q4;2019
6;53;Alemania;Si;No;No;No;No;8;2;373;655;242;8;7;2;5;10;2;1;2;1;Q4;2019
1;60;Alemania;No;Si;No;No;No;10;2;827;1.452;242;2;3;1;3;7;3;1;3;2;Q4;2019
1;64;Alemania;No;Si;No;No;No;10;2;1.080;1.650;800;8;22;22;3;5;3;2;4;3;Q4;2019
1;40;Alemania;No;No;Si;No;No;7;2;827;1.452;347;2;3;2;4;9;3;1;4;3;Q4;2019
1;60;Alemania;No;Si;No;No;No;10;1;1.226;2.153;662;5;3;3;4;8;3;1;1;2;Q4;2019
1;57;Alemania;No;Si;No;No;No;10;4;580;1.020;800;5;6;2;3;8;4;1;4;1;Q4;2019
1;52;España;No;Si;No;No;No;3;6;1.000;350;350;16;10;3;3;10;4;1;2;1;Q4;2019
6;52;Alemania;Si;No;No;No;No;4;2;272;478;300;5;2;2;3;10;4;1;2;4;Q4;2019
1;46;España;No;Si;No;No;No;9;2;150;770;790;14;10;10;3;10;3;1;2;2;Q4;2019
6;32;España;No;Si;No;No;No;6;2;442;658;400;12;2;1;3;5;4;1;1;2;Q4;2019
1;41;Otros;Si;No;No;No;No;9;6;130;350;500;10;2;2;4;10;4;1;1;3;Q4;2019
6;50;España;No;Si;No;No;No;5;2;362;538;600;6;3;1;4;9;4;1;2;4;Q4;2019
1;26;España;No;No;No;Si;No;4;5;60;700;1.070;12;6;3;4;10;4;1;2;2;Q4;2019
1;30;España;No;No;No;Si;No;7;6;268;150;200;12;2;1;3;10;4;1;2;2;Q4;2019
1;37;España;No;Si;No;No;No;7;1;300;1.300;500;3;6;6;3;9;3;2;1;2;Q4;2019
6;50;España;No;Si;No;No;No;7;2;482;718;990;8;3;1;5;10;3;1;1;2;Q4;2019
1;69;España;No;Si;No;No;No;14;3;993;1.479;480;8;10;8;3;10;4;7;3;4;Q4;2019
6;57;España;Si;No;No;No;No;6;3;224;333;400;10;2;1;3;7;4;1;2;3;Q4;2019
6;65;España;No;No;No;Si;No;10;3;482;718;800;9;4;3;4;8;4;7;4;2;Q4;2019
1;43;España;No;No;Si;No;No;5;2;300;1.200;170;4;7;5;3;9;4;1;2;4;Q4;2019
1;40;Reino Unido;No;No;No;Si;No;7;2;825;1.334;313;2;5;1;3;8;3;3;4;2;Q4;2019
1;30;Otros;No;Si;No;No;No;4;5;210;109;200;14;1;0;5;10;4;1;2;2;Q4;2019
1;57;España;Si;No;No;No;No;1;2;121;180;150;6;7;1;4;10;4;1;3;3;Q4;2019
1;56;España;Si;No;No;No;No;1;2;218;100;102;6;9;3;3;10;4;2;4;4;Q4;2019
1;45;España;Si;No;No;No;No;1;2;300;130;150;12;7;1;4;10;4;4;4;4;Q4;2019
6;39;España;No;Si;No;No;No;5;2;422;628;166;2;1;1;3;9;3;1;3;3;Q4;2019
1;59;España;No;Si;No;No;No;5;2;213;317;615;16;4;1;3;8;3;7;3;2;Q4;2019
6;24;Francia;No;Si;No;No;No;7;2;606;967;328;0;8;6;4;8;3;1;2;2;Q4;2019
1;33;España;No;No;No;No;Si;2;2;300;260;150;12;10;6;3;8;4;1;2;2;Q4;2019
1;42;España;Si;No;No;No;No;2;2;300;200;150;10;8;7;3;8;4;2;3;2;Q4;2019
1;62;Reino Unido;No;No;No;No;Si;14;2;2.323;3.756;892;12;7;7;5;10;4;7;2;3;Q4;2019
6;65;Reino Unido;No;Si;No;No;No;7;3;697;1.126;892;1;2;2;5;7;4;7;4;2;Q4;2019
1;69;Reino Unido;No;Si;No;No;No;11;3;654;1.057;892;10;15;1;3;10;4;7;2;2;Q4;2019
1;66;Reino Unido;No;Si;No;No;No;18;4;611;988;1.240;14;12;3;5;10;4;7;4;3;Q4;2019
1;71;Reino Unido;No;Si;No;No;No;9;2;566;915;181;7;3;0;4;10;4;7;1;2;Q4;2019
6;63;Reino Unido;No;Si;No;No;No;7;4;460;900;600;10;8;4;3;8;4;7;1;2;Q4;2019
6;56;Reino Unido;No;Si;No;No;No;7;4;483;781;581;7;10;3;4;10;4;1;2;2;Q4;2019
6;55;Reino Unido;No;Si;No;No;No;14;2;1.253;2.026;481;2;4;4;3;10;3;1;1;3;Q4;2019
1;55;Reino Unido;No;Si;No;No;No;14;2;1.039;1.680;544;3;18;18;3;10;3;1;1;2;Q4;2019
6;49;Reino Unido;No;Si;No;No;No;10;2;1.189;1.922;431;2;4;1;3;10;3;2;1;2;Q4;2019
6;38;Reino Unido;No;No;Si;No;No;14;3;1.559;2.521;20;5;1;1;4;9;4;2;2;3;Q4;2019
1;53;Francia;No;Si;No;No;No;20;2;600;3.500;6.014;6;10;9;3;10;4;1;4;2;Q4;2019
6;56;Reino Unido;No;Si;No;No;No;7;2;920;1.488;400;2;8;7;3;10;4;1;3;2;Q4;2019
1;51;Reino Unido;No;Si;No;No;No;7;4;448;672;812;7;10;10;3;8;4;1;4;2;Q4;2019
6;49;Reino Unido;No;Si;No;No;No;14;4;483;780;1.281;4;12;12;3;10;3;1;2;2;Q4;2019
1;36;Reino Unido;No;No;No;No;Si;7;1;911;1.472;581;1;3;3;5;9;4;2;4;4;Q4;2019
6;31;Reino Unido;No;Si;No;No;No;9;2;825;1.334;2.399;4;1;1;4;10;4;1;2;2;Q4;2019
6;37;Reino Unido;No;No;Si;No;No;5;1;611;988;281;3;2;2;3;5;4;1;3;4;Q4;2019
6;50;Reino Unido;No;No;Si;No;No;7;1;984;1.592;700;7;3;1;4;9;4;1;2;4;Q4;2019
1;60;Reino Unido;No;Si;No;No;No;7;2;733;1.186;331;21;5;1;3;3;4;7;1;2;Q4;2019
1;50;España;No;Si;No;No;No;14;2;1.205;1.795;370;6;6;4;4;9;4;1;2;2;Q4;2019
6;50;Francia;No;No;Si;No;No;8;2;609;1.069;272;8;2;2;3;8;4;1;3;3;Q4;2019
6;49;Reino Unido;No;No;Si;No;No;5;4;397;642;255;2;6;2;3;8;4;1;2;2;Q4;2019
1;50;Reino Unido;No;No;Si;No;No;7;2;2.175;2.395;505;2;10;0;3;8;4;2;4;3;Q4;2019
6;69;Reino Unido;No;Si;No;No;No;9;2;825;1.334;181;5;3;0;3;10;4;7;2;4;Q4;2019
6;53;Reino Unido;No;No;Si;No;No;6;2;1.039;1.680;131;10;2;0;3;8;4;1;4;3;Q4;2019
1;40;Reino Unido;No;No;Si;No;No;7;2;868;1.403;1.240;4;2;2;4;8;4;1;4;4;Q4;2019
1;37;Reino Unido;No;No;Si;No;No;7;2;1.039;1.680;660;2;2;1;3;8;3;1;2;3;Q4;2019
1;31;Reino Unido;No;Si;No;No;No;6;2;718;1.161;645;5;4;1;3;10;4;1;3;2;Q4;2019
1;46;Reino Unido;No;No;Si;No;No;7;2;397;642;381;8;2;2;3;6;4;2;4;4;Q4;2019
6;36;Reino Unido;No;No;No;No;Si;7;2;850;896;300;3;1;0;5;9;4;2;2;4;Q4;2019
1;45;Reino Unido;No;Si;No;No;No;7;4;483;781;892;6;8;0;4;8;4;1;3;1;Q4;2019
1;46;Reino Unido;No;No;Si;No;No;7;1;1.070;1.730;900;6;3;1;3;9;1;1;4;2;Q4;2019
6;22;Reino Unido;No;No;No;No;Si;4;4;619;1.001;776;10;1;1;4;7;4;1;2;3;Q4;2019
6;66;Reino Unido;No;Si;No;No;No;11;2;733;1.186;481;0;8;4;3;10;4;7;4;3;Q4;2019
6;56;Reino Unido;Si;No;No;No;No;7;4;320;518;271;10;3;3;5;10;3;1;1;1;Q4;2019
1;27;Suiza;No;Si;No;No;No;7;3;637;549;823;7;1;1;5;10;3;7;3;2;Q4;2019
6;53;Suiza;No;Si;No;No;No;14;2;1.491;1.284;402;3;2;2;1;10;4;4;4;2;Q4;2019
6;58;Suiza;Si;No;No;No;No;7;4;587;506;216;12;2;2;4;10;3;3;3;1;Q4;2019
6;50;Francia;No;Si;No;No;No;7;4;452;721;528;8;5;1;3;10;3;1;3;2;Q4;2019
6;70;Suiza;No;Si;No;No;No;7;2;848;731;123;6;25;18;3;10;3;7;3;2;Q4;2019
6;25;Suiza;No;No;No;No;Si;7;3;637;549;690;10;2;2;4;10;4;7;4;2;Q4;2019
6;60;Suiza;No;Si;No;No;No;7;2;904;779;225;8;3;1;3;10;4;7;2;2;Q4;2019
6;41;Suiza;No;No;Si;No;No;7;4;1.692;1.457;588;2;4;2;3;8;4;7;3;4;Q4;2019
6;73;Suiza;No;No;No;Si;No;10;2;5.123;4.412;172;10;6;3;4;7;2;7;3;4;Q4;2019
1;47;España;No;No;No;Si;No;9;4;475;633;700;9;6;6;3;6;4;1;2;1;Q4;2019
1;55;Francia;No;Si;No;No;No;7;1;1.556;2.483;1.928;2;4;2;3;5;4;1;4;5;Q4;2019
1;44;Bélgica;Si;No;No;No;No;5;2;597;622;160;10;1;1;3;7;4;4;3;5;Q4;2019
6;47;España;No;Si;No;No;No;7;1;230;1.700;480;7;4;1;3;10;3;1;3;3;Q4;2019
1;48;España;No;Si;No;No;No;7;1;230;1.700;480;10;4;1;3;10;3;1;3;3;Q4;2019
1;56;Noruega;No;Si;No;No;No;7;1;1.288;1.109;1.323;6;8;3;3;10;4;1;4;2;Q4;2019
1;64;Noruega;No;Si;No;No;No;8;4;1.559;1.342;1.123;10;2;2;5;10;3;3;4;4;Q4;2019
1;67;Noruega;No;No;No;Si;No;7;4;639;550;365;12;22;19;3;10;4;7;4;2;Q4;2019
1;76;Noruega;No;Si;No;No;No;14;4;1.450;1.249;123;8;8;8;3;10;3;7;2;1;Q4;2019
6;60;Noruega;No;Si;No;No;No;6;2;692;596;2.123;6;11;6;3;9;3;3;3;2;Q4;2019
1;71;Noruega;No;No;No;Si;No;7;3;812;700;500;10;10;10;5;10;3;7;2;2;Q4;2019
1;64;Noruega;No;Si;No;No;No;8;4;476;410;1.123;10;10;8;3;10;3;2;3;2;Q4;2019
1;56;Otros;No;Si;No;No;No;7;2;863;1.387;850;5;3;0;3;10;4;3;2;2;Q4;2019
6;59;Noruega;No;Si;No;No;No;7;2;1.083;933;370;4;20;19;3;8;4;1;4;2;Q4;2019
6;63;Noruega;Si;No;No;No;No;7;4;368;317;155;4;7;7;4;8;2;1;2;1;Q4;2019
1;66;Noruega;No;Si;No;No;No;14;4;2.479;2.135;323;3;9;8;3;9;3;1;3;2;Q4;2019
6;31;Noruega;Si;No;No;No;No;7;3;302;260;363;3;9;9;3;10;4;1;4;2;Q4;2019
6;52;Noruega;No;No;No;Si;No;7;2;625;726;300;10;8;7;3;5;3;1;3;2;Q4;2019
6;61;Alemania;No;Si;No;No;No;7;1;681;1.197;122;1;15;1;3;10;4;1;4;2;Q4;2019
6;39;Alemania;No;No;Si;No;No;10;1;1.451;2.549;220;3;2;2;5;10;3;2;4;3;Q4;2019
6;31;Alemania;No;No;No;No;Si;9;4;1.044;1.834;322;6;1;0;3;7;4;1;2;2;Q4;2019
6;49;Alemania;No;Si;No;No;No;6;2;834;1.466;200;5;2;1;2;4;4;1;4;4;Q4;2019
6;58;Alemania;No;Si;No;No;No;9;2;580;1.020;180;8;3;1;3;9;3;1;2;3;Q4;2019
1;26;Alemania;No;No;No;Si;No;5;3;935;1.643;344;2;2;2;4;6;2;1;3;3;Q4;2019
1;56;Alemania;No;Si;No;No;No;12;2;681;1.197;192;4;1;1;4;7;4;1;4;2;Q4;2019
6;47;Otros;No;Si;No;No;No;14;2;1.477;2.373;617;2;5;3;3;10;4;1;2;2;Q4;2019
6;62;Alemania;No;Si;No;No;No;14;4;500;878;622;12;6;2;3;8;4;7;3;1;Q4;2019
1;49;Alemania;No;No;No;Si;No;11;4;385;675;700;7;5;5;4;8;2;1;3;1;Q4;2019
6;45;Alemania;No;No;No;No;Si;18;4;907;1.593;0;10;3;1;3;9;3;1;2;1;Q4;2019
6;38;Alemania;No;No;Si;No;No;8;6;1.300;1.000;1.972;6;2;1;4;10;4;1;2;3;Q4;2019
6;44;Alemania;No;No;Si;No;No;12;2;2.177;3.823;600;10;10;7;3;9;4;1;3;3;Q4;2019
1;22;Alemania;No;No;No;Si;No;7;3;554;974;522;6;1;1;3;5;4;1;1;2;Q4;2019
6;47;Alemania;No;Si;No;No;No;11;4;600;500;1.350;10;6;6;4;10;4;1;4;4;Q4;2019
1;47;Alemania;No;Si;No;No;No;14;3;242;910;1.000;8;2;2;3;10;4;4;3;2;Q4;2019
6;27;Alemania;No;Si;No;No;No;5;4;214;376;422;12;3;1;4;7;4;1;2;2;Q4;2019
6;75;Alemania;No;Si;No;No;No;14;4;907;1.593;850;6;20;14;5;10;3;7;3;2;Q4;2019
6;44;Alemania;No;No;Si;No;No;7;2;1.407;2.471;356;1;3;1;3;9;4;1;4;4;Q4;2019
1;54;Alemania;No;Si;No;No;No;14;1;1.153;2.025;1.027;8;3;3;3;10;4;1;2;2;Q4;2019
1;38;Alemania;Si;No;No;No;No;7;2;100;700;400;12;5;2;3;10;4;1;3;1;Q4;2019
6;29;Alemania;No;Si;No;No;No;5;2;730;730;300;3;10;1;3;9;4;1;2;2;Q4;2019
1;39;Alemania;No;No;Si;No;No;9;2;800;2.550;600;6;3;3;3;10;4;2;4;6;Q4;2019
1;46;Bélgica;Si;No;No;No;No;7;3;188;590;222;5;4;0;3;9;3;1;3;4;Q4;2019
1;63;Alemania;No;Si;No;No;No;7;2;450;1.450;100;4;10;10;3;10;4;2;4;2;Q4;2019
1;62;Alemania;No;Si;No;No;No;9;4;544;956;1.000;8;10;10;3;10;4;1;3;3;Q4;2019
1;53;Alemania;No;No;Si;No;No;12;1;2.000;2.000;700;4;2;2;3;9;4;4;4;4;Q4;2019
1;56;Alemania;No;Si;No;No;No;14;4;1.800;900;1.200;13;12;6;3;10;4;1;4;3;Q4;2019
1;74;Francia;No;Si;No;No;No;6;6;700;220;400;6;5;0;3;8;4;7;3;2;Q4;2019
1;53;Suecia;No;Si;No;No;No;10;2;642;2.300;2.050;10;5;2;4;10;4;7;4;2;Q4;2019
1;55;Alemania;No;Si;No;No;No;4;2;1.500;1.500;1.450;7;5;2;4;8;4;3;4;2;Q4;2019
1;35;España;No;No;Si;No;No;7;4;250;300;600;10;2;1;3;8;4;1;2;3;Q4;2019
1;45;España;No;No;No;No;Si;6;4;250;200;850;17;6;2;3;10;2;3;2;4;Q4;2019
6;46;Finlandia;No;No;Si;No;No;1;2;850;410;50;0;7;2;3;10;4;4;4;1;Q4;2019
1;34;Alemania;No;Si;No;No;No;7;6;200;200;400;7;2;1;4;10;4;1;2;2;Q4;2019
6;41;Reino Unido;No;No;Si;No;No;2;2;2.112;3.263;1.159;8;3;1;5;10;3;2;1;2;Q4;2019
6;41;Reino Unido;No;Si;No;No;No;1;3;347;384;616;4;4;0;3;10;1;1;2;5;Q4;2019
6;44;Otros;No;Si;No;No;No;3;2;491;870;814;5;11;1;3;10;1;7;1;2;Q4;2019
1;42;Otros;No;Si;No;No;No;6;1;1.891;4.917;300;8;3;1;2;9;1;4;3;2;Q4;2019
6;55;Italia;No;Si;No;No;No;8;2;1.105;1.783;622;12;1;0;4;10;4;4;4;4;Q4;2019
6;53;España;No;Si;No;No;No;8;4;5.850;5.850;200;16;7;1;4;10;4;1;3;2;Q4;2019
6;41;Otros;No;No;Si;No;No;3;2;700;1.200;600;6;5;2;5;10;4;1;2;4;Q4;2019
1;71;Paises Bajos;No;Si;No;No;No;28;4;2.525;1.600;1.100;6;20;20;3;10;3;7;2;2;Q4;2019
1;26;Otros;No;Si;No;No;No;7;2;624;1.003;100;6;2;1;3;8;4;1;1;2;Q4;2019
6;55;Otros;No;No;No;No;Si;7;3;535;860;200;6;3;1;4;8;4;1;1;1;Q4;2019
6;43;Otros;No;No;No;No;Si;7;2;2.325;1.744;587;8;1;1;3;10;4;2;2;3;Q4;2019
6;45;Reino Unido;No;No;No;No;Si;7;2;2.239;3.621;777;3;4;2;4;9;3;4;3;3;Q4;2019
6;54;Reino Unido;No;Si;No;No;No;7;2;799;1.292;391;2;3;1;3;9;4;1;3;4;Q4;2019
6;55;Reino Unido;No;No;Si;No;No;7;2;1.628;2.633;581;6;3;3;2;1;4;1;4;6;Q4;2019
6;43;Reino Unido;No;No;No;No;Si;7;2;1.716;2.774;121;0;2;0;3;9;3;10;4;4;Q4;2019
1;46;Reino Unido;No;No;No;No;Si;7;2;1.497;2.421;1.241;2;3;3;2;7;1;1;4;4;Q4;2019
